,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
4069,12,1967,third round,3,20.0,25.0,Tiriac,2,3,clay,Newcombe,frenchopen,2
4314,13,1967,third round,3,16.0,21.0,Fletcher,1,3,clay,Drysdale,frenchopen,2
4558,14,1967,third round,3,9.0,18.0,Metreveli,0,3,clay,Holecek,frenchopen,2
4800,15,1967,third round,3,12.0,19.0,Nastase,0,3,clay,Kodes,frenchopen,2
5044,16,1967,third round,3,9.0,18.0,Ulrich,0,3,clay,Roche,frenchopen,2
224,1,1967,fourth round,4,7.0,18.0,Egorov,0,3,clay,Emerson,frenchopen,2
782,2,1967,fourth round,4,5.0,18.0,Hewitt,0,3,clay,Darmon,frenchopen,2
1252,3,1967,fourth round,4,25.0,25.0,Gasiorek,2,3,clay,Davidson,frenchopen,2
1672,4,1967,fourth round,4,14.0,22.0,Spear,1,3,clay,Gulyas,frenchopen,2
2052,5,1967,fourth round,4,11.0,19.0,Mulligan,0,3,clay,Okker,frenchopen,2
2380,6,1967,fourth round,4,9.0,18.0,Newcombe,0,3,clay,Pilic,frenchopen,2
2710,7,1967,fourth round,4,10.0,18.0,Holecek,0,3,clay,Drysdale,frenchopen,2
3041,8,1967,fourth round,4,26.0,28.0,Kodes,2,3,clay,Roche,frenchopen,2
225,1,1967,quarterfinals,5,8.0,18.0,Pierre Darmon,0,3,clay,Roy Emerson,frenchopen,2
783,2,1967,quarterfinals,5,13.0,23.0,Owen Davidson,1,3,clay,Istvan Gulyas,frenchopen,2
1253,3,1967,quarterfinals,5,14.0,23.0,Tom Okker,0,3,clay,Nikola Pilic,frenchopen,2
1673,4,1967,quarterfinals,5,21.0,22.0,Cliff Drysdale,2,3,clay,Tony Roche,frenchopen,2
227,1,1967,semifinals,6,9.0,18.0,Istvan Gulyas,0,3,clay,Roy Emerson,frenchopen,2
785,2,1967,semifinals,6,23.0,23.0,Nikola Pilic,2,3,clay,Tony Roche,frenchopen,2
223,1,1967,final,7,13.0,20.0,Tony Roche,1,3,clay,Roy Emerson,frenchopen,2
230,1,1968,first round,1,10.0,22.0,T Edlefsen,0,3,clay,K Rosewall,frenchopen,2
787,2,1968,first round,1,22.0,25.0,JC Barclay,2,3,clay,C Stubs,frenchopen,2
1676,4,1968,first round,1,12.0,19.0,JB Chanfreau,0,3,clay,JE Mandarino,frenchopen,2
3586,10,1968,first round,1,16.0,22.0,R Summers,0,3,clay,M Leclercq,frenchopen,2
3830,11,1968,first round,1,12.0,20.0,J Barrett,0,3,clay,F Jauffret,frenchopen,2
5554,19,1968,first round,1,8.0,18.0,P Joly,0,3,clay,I Buding,frenchopen,2
6003,22,1968,first round,1,15.0,21.0,F Komaromi,1,3,clay,F McMillan,frenchopen,2
6152,23,1968,first round,1,0.0,18.0,D Contet,0,3,clay,N Spear,frenchopen,2
6443,25,1968,first round,1,24.0,25.0,C Duxin,2,3,clay,F Stolle,frenchopen,2
6587,26,1968,first round,1,2.0,18.0,D Lloyd,0,3,clay,B Jovanovic,frenchopen,2
6733,27,1968,first round,1,5.0,18.0,JP Olivier,0,3,clay,I Nastase,frenchopen,2
6871,28,1968,first round,1,25.0,30.0,M Sangster,2,3,clay,D Crealy,frenchopen,2
7293,31,1968,first round,1,15.0,21.0,E Drossart,1,3,clay,D Sturdza,frenchopen,2
7433,32,1968,first round,1,12.0,23.0,C Fernandes,0,3,clay,B Montrenaud,frenchopen,2
7544,33,1968,first round,1,20.0,26.0,R Hawkes,2,3,clay,E Zuleta,frenchopen,2
7605,34,1968,first round,1,3.0,18.0,B Paul,0,3,clay,M Cox,frenchopen,2
7722,36,1968,first round,1,7.0,18.0,F Tutvin,0,3,clay,I Gulyas,frenchopen,2
7840,38,1968,first round,1,12.0,24.0,N Perry,1,3,clay,P Darmon,frenchopen,2
7955,40,1968,first round,1,11.0,21.0,R Keldie,1,3,clay,R Gonzales,frenchopen,2
8240,45,1968,first round,1,15.0,21.0,S Palmieri,0,3,clay,R Maud,frenchopen,2
8297,46,1968,first round,1,5.0,18.0,B de Troye,0,3,clay,B Fairlie,frenchopen,2
8352,47,1968,first round,1,7.0,18.0,P Beust,0,3,clay,B PhillipsMoore,frenchopen,2
8411,48,1968,first round,1,12.0,23.0,O Parun,1,3,clay,R Emerson,frenchopen,2
8523,50,1968,first round,1,12.0,20.0,T Addison,1,3,clay,M Holecek,frenchopen,2
8631,52,1968,first round,1,3.0,18.0,G Deniau,0,3,clay,I Tiriac,frenchopen,2
8685,53,1968,first round,1,21.0,23.0,J Moore,2,3,clay,A Segal,frenchopen,2
8842,56,1968,first round,1,6.0,19.0,J Thamin,0,3,clay,R Hewitt,frenchopen,2
8893,57,1968,first round,1,5.0,9.0,JC Molinari,0,2,clay,R Wilson,frenchopen,2
8945,58,1968,first round,1,10.0,22.0,P Hombergen,1,3,clay,R Carmichael,frenchopen,2
8997,59,1968,first round,1,3.0,18.0,A Acuna,0,3,clay,A Fox,frenchopen,2
9099,61,1968,first round,1,6.0,18.0,A Pena,0,3,clay,L Olander,frenchopen,2
9200,63,1968,first round,1,18.0,21.0,R Howe,1,3,clay,N Kalogeropoulos,frenchopen,2
9250,64,1968,first round,1,6.0,18.0,L Lumsden,0,3,clay,R Laver,frenchopen,2
233,1,1968,second round,2,2.0,18.0,C Stubs,0,3,clay,K Rosewall,frenchopen,2
790,2,1968,second round,2,21.0,27.0,J Pinto Bravo,1,3,clay,JE Mandarino,frenchopen,2
1258,3,1968,second round,2,2.0,18.0,F Gentil,0,3,clay,P Hutchins,frenchopen,2
1679,4,1968,second round,2,11.0,19.0,P Proisy,0,3,clay,H Fitzgibbon,frenchopen,2
2056,5,1968,second round,2,24.0,30.0,M Leclercq,2,3,clay,W Gasiorek,frenchopen,2
2384,6,1968,second round,2,16.0,23.0,J Kukal,1,3,clay,F Jauffret,frenchopen,2
2714,7,1968,second round,2,19.0,25.0,Y Christiaen,2,3,clay,T Ryan,frenchopen,2
3045,8,1968,second round,2,11.0,19.0,G Pilet,0,3,clay,T Koch,frenchopen,2
3340,9,1968,second round,2,13.0,23.0,S Dron,1,3,clay,A Gimeno,frenchopen,2
3831,11,1968,second round,2,22.0,26.0,F McMillan,1,3,clay,R Ruffels,frenchopen,2
4070,12,1968,second round,2,15.0,21.0,N Spear,1,3,clay,P Cornejo,frenchopen,2
4315,13,1968,second round,2,6.0,18.0,F Stolle,0,3,clay,B Jovanovic,frenchopen,2
4559,14,1968,second round,2,19.0,25.0,I Nastase,1,3,clay,D Crealy,frenchopen,2
4801,15,1968,second round,2,13.0,22.0,JP Courcol,0,3,clay,G Battrick,frenchopen,2
5045,16,1968,second round,2,24.0,25.0,B Montrenaud,2,3,clay,D Sturdza,frenchopen,2
5251,17,1968,second round,2,12.0,24.0,E Zuleta,1,3,clay,M Cox,frenchopen,2
5406,18,1968,second round,2,4.0,18.0,T Ulrich,0,3,clay,I Gulyas,frenchopen,2
5555,19,1968,second round,2,6.0,19.0,C de Gronckel,0,3,clay,P Darmon,frenchopen,2
5706,20,1968,second round,2,4.0,18.0,B Giltinan,0,3,clay,R Gonzales,frenchopen,2
5860,21,1968,second round,2,6.0,19.0,B Lewandowski,0,3,clay,A Stone,frenchopen,2
6004,22,1968,second round,2,25.0,29.0,G Goven,2,3,clay,C Richey,frenchopen,2
6153,23,1968,second round,2,22.0,26.0,B Fairlie,2,3,clay,R Maud,frenchopen,2
6300,24,1968,second round,2,12.0,24.0,B PhillipsMoore,0,3,clay,R Emerson,frenchopen,2
6444,25,1968,second round,2,28.0,32.0,R Moore,2,3,clay,M Holecek,frenchopen,2
6588,26,1968,second round,2,4.0,18.0,JL Rouyer,0,3,clay,I Tiriac,frenchopen,2
7012,29,1968,second round,2,10.0,18.0,B Wilson,0,3,clay,R Carmichael,frenchopen,2
7153,30,1968,second round,2,30.0,30.0,A Fox,2,2,clay,J Alexander,frenchopen,2
7294,31,1968,second round,2,11.0,19.0,L Olander,0,3,clay,P Marmureanu,frenchopen,2
7434,32,1968,second round,2,13.0,22.0,N Kalogeropoulos,1,3,clay,R Laver,frenchopen,2
235,1,1968,third round,3,8.0,18.0,JE Mandarino,0,3,clay,K Rosewall,frenchopen,2
792,2,1968,third round,3,9.0,18.0,P Hutchins,0,3,clay,H Fitzgibbon,frenchopen,2
1259,3,1968,third round,3,18.0,28.0,W Gasiorek,2,3,clay,F Jauffret,frenchopen,2
1680,4,1968,third round,3,7.0,18.0,T Ryan,0,3,clay,T Koch,frenchopen,2
2057,5,1968,third round,3,10.0,18.0,I Buding,0,3,clay,A Gimeno,frenchopen,2
2385,6,1968,third round,3,8.0,18.0,P Cornejo,0,3,clay,R Ruffels,frenchopen,2
2715,7,1968,third round,3,27.0,33.0,D Crealy,2,3,clay,B Jovanovic,frenchopen,2
3046,8,1968,third round,3,19.0,24.0,D Sturdza,1,3,clay,G Battrick,frenchopen,2
3341,9,1968,third round,3,16.0,23.0,M Cox,1,3,clay,I Gulyas,frenchopen,2
3587,10,1968,third round,3,23.0,27.0,P Darmon,1,3,clay,R Gonzales,frenchopen,2
3832,11,1968,third round,3,13.0,20.0,A Stone,0,3,clay,C Richey,frenchopen,2
4071,12,1968,third round,3,14.0,23.0,R Maud,1,3,clay,R Emerson,frenchopen,2
4316,13,1968,third round,3,19.0,24.0,M Holecek,1,3,clay,I Tiriac,frenchopen,2
4560,14,1968,third round,3,25.0,27.0,R Hewitt,2,3,clay,Z Franulovic,frenchopen,2
4802,15,1968,third round,3,19.0,22.0,J Alexander,2,3,clay,R Carmichael,frenchopen,2
5046,16,1968,third round,3,9.0,21.0,P Marmureanu,0,3,clay,R Laver,frenchopen,2
231,1,1968,fourth round,4,16.0,23.0,H Fitzgibbon,1,3,clay,K Rosewall,frenchopen,2
788,2,1968,fourth round,4,3.0,18.0,F Jauffret,0,3,clay,T Koch,frenchopen,2
1256,3,1968,fourth round,4,11.0,18.0,R Ruffels,0,3,clay,A Gimeno,frenchopen,2
1677,4,1968,fourth round,4,6.0,18.0,G Battrick,0,3,clay,B Jovanovic,frenchopen,2
2055,5,1968,fourth round,4,8.0,18.0,I Gulyas,0,3,clay,R Gonzales,frenchopen,2
2383,6,1968,fourth round,4,25.0,25.0,C Richey,1,3,clay,R Emerson,frenchopen,2
2713,7,1968,fourth round,4,9.0,18.0,Z Franulovic,0,3,clay,I Tiriac,frenchopen,2
3044,8,1968,fourth round,4,2.0,18.0,R Carmichael,0,3,clay,R Laver,frenchopen,2
232,1,1968,quarterfinals,5,17.0,23.0,Thomaz Koch,1,3,clay,Ken Rosewall,frenchopen,2
789,2,1968,quarterfinals,5,6.0,18.0,Boro Jovanovic,0,3,clay,Andres Gimeno,frenchopen,2
1257,3,1968,quarterfinals,5,24.0,26.0,Roy Emerson,2,3,clay,Pancho Gonzales,frenchopen,2
1678,4,1968,quarterfinals,5,18.0,26.0,Ion Tiriac,2,3,clay,Rod Laver,frenchopen,2
234,1,1968,semifinals,6,23.0,25.0,Andres Gimeno,2,3,clay,Ken Rosewall,frenchopen,2
791,2,1968,semifinals,6,7.0,18.0,Pancho Gonzales,0,3,clay,Rod Laver,frenchopen,2
229,1,1968,final,7,12.0,20.0,Rod Laver,1,3,clay,Ken Rosewall,frenchopen,2
793,2,1969,first round,1,7.0,18.0,A Panatta,0,3,clay,HJ Pohmann,frenchopen,2
1260,3,1969,first round,1,9.0,18.0,K Wooldridge,0,3,clay,N Pilic,frenchopen,2
1681,4,1969,first round,1,8.0,18.0,MH Akbari,0,3,clay,A Stone,frenchopen,2
2058,5,1969,first round,1,3.0,18.0,G Di Maso,0,3,clay,EB Buchholz,frenchopen,2
2386,6,1969,first round,1,20.0,23.0,D Contet,2,3,clay,W Gasiorek,frenchopen,2
2716,7,1969,first round,1,25.0,23.0,T Akbari,2,3,clay,P Dent,frenchopen,2
3047,8,1969,first round,1,14.0,20.0,J Fassbender,0,3,clay,S Koudelka,frenchopen,2
3342,9,1969,first round,1,18.0,26.0,R Moore,2,3,clay,R Emerson,frenchopen,2
3833,11,1969,first round,1,8.0,18.0,E Castigliano,0,3,clay,M Di Domenico,frenchopen,2
4072,12,1969,first round,1,24.0,24.0,I Molina,2,3,clay,J Bartlett,frenchopen,2
4317,13,1969,first round,1,6.0,18.0,B De Troye,0,3,clay,Z Franulovic,frenchopen,2
4561,14,1969,first round,1,11.0,21.0,R Ruffels,1,3,clay,H Nerell,frenchopen,2
4803,15,1969,first round,1,21.0,25.0,P Proisy,2,3,clay,D Ralston,frenchopen,2
5047,16,1969,first round,1,19.0,25.0,T Leius,1,3,clay,P Rodriguez,frenchopen,2
5252,17,1969,first round,1,11.0,19.0,M Leclercq,0,3,clay,K Rosewall,frenchopen,2
5556,19,1969,first round,1,18.0,22.0,T Edlefsen,1,3,clay,F Jauffret,frenchopen,2
5707,20,1969,first round,1,11.0,18.0,V Palman,0,3,clay,M Mulligan,frenchopen,2
5861,21,1969,first round,1,12.0,20.0,R Holmberg,0,3,clay,B Hewitt,frenchopen,2
6005,22,1969,first round,1,9.0,18.0,G Masters,0,3,clay,JC Barclay,frenchopen,2
6154,23,1969,first round,1,26.0,27.0,G Merlo,2,3,clay,P Toci,frenchopen,2
6301,24,1969,first round,1,17.0,25.0,T Gorman,1,3,clay,I Gulyas,frenchopen,2
6445,25,1969,first round,1,5.0,18.0,H Fauquier,0,3,clay,A Ashe,frenchopen,2
6589,26,1969,first round,1,13.0,24.0,E Di Matteo,1,3,clay,JP Courcol,frenchopen,2
6734,27,1969,first round,1,6.0,18.0,A Segal,0,3,clay,JL Rouyer,frenchopen,2
6872,28,1969,first round,1,5.0,18.0,F Pierson,0,3,clay,B PhillipsMoore,frenchopen,2
7013,29,1969,first round,1,4.0,18.0,B Montrenaud,0,3,clay,M Riessen,frenchopen,2
7154,30,1969,first round,1,7.0,18.0,C De Gronckel,0,3,clay,F Stolle,frenchopen,2
7295,31,1969,first round,1,22.0,26.0,P Pokorny,1,3,clay,S Palmieri,frenchopen,2
7435,32,1969,first round,1,22.0,14.0,R Haillet,1,2,clay,J Kukal,frenchopen,2
7545,33,1969,first round,1,6.0,18.0,D Lloyd,0,3,clay,C Richey,frenchopen,2
7606,34,1969,first round,1,6.0,18.0,M Estep,0,3,clay,L Ayala,frenchopen,2
7665,35,1969,first round,1,7.0,18.0,A Ivanov,0,3,clay,V Zednik,frenchopen,2
7723,36,1969,first round,1,13.0,19.0,J Barrett,0,3,clay,I El Shafei,frenchopen,2
7781,37,1969,first round,1,25.0,20.0,I Nastase,2,3,clay,S Matthews,frenchopen,2
7841,38,1969,first round,1,12.0,13.0,G Goven,1,2,clay,M Belkin,frenchopen,2
7898,39,1969,first round,1,14.0,20.0,JL Arilla,0,3,clay,P Barthes,frenchopen,2
7956,40,1969,first round,1,5.0,18.0,B Paul,0,3,clay,T Okker,frenchopen,2
8012,41,1969,first round,1,11.0,24.0,M Rybarczyk,1,3,clay,P Beust,frenchopen,2
8067,42,1969,first round,1,2.0,18.0,Z Ivancic,0,3,clay,R Maud,frenchopen,2
8125,43,1969,first round,1,13.0,21.0,A Licis,0,3,clay,R Howe,frenchopen,2
8183,44,1969,first round,1,7.0,18.0,E Drossart,0,3,clay,J Kodes,frenchopen,2
8241,45,1969,first round,1,14.0,22.0,T Ulrich,1,3,clay,M Orantes,frenchopen,2
8298,46,1969,first round,1,20.0,23.0,HJ Plotz,2,3,clay,Z Guerry,frenchopen,2
8353,47,1969,first round,1,11.0,20.0,V Crotta,0,3,clay,W Bowrey,frenchopen,2
8412,48,1969,first round,1,8.0,19.0,C Pasarell,0,3,clay,J Newcombe,frenchopen,2
8468,49,1969,first round,1,11.0,21.0,A Olmedo,0,3,clay,B Carmichael,frenchopen,2
8524,50,1969,first round,1,11.0,18.0,O Parun,0,3,clay,F McMillan,frenchopen,2
8577,51,1969,first round,1,7.0,19.0,N Kalogeropoulos,0,3,clay,I Tiriac,frenchopen,2
8632,52,1969,first round,1,13.0,23.0,C Drysdale,1,3,clay,M Santana,frenchopen,2
8738,54,1969,first round,1,8.0,18.0,N Pietrangeli,0,3,clay,P Marmureanu,frenchopen,2
8789,55,1969,first round,1,7.0,18.0,A Gardiner,0,3,clay,I Buding,frenchopen,2
8894,57,1969,first round,1,18.0,22.0,S Dron,1,3,clay,P Lall,frenchopen,2
8946,58,1969,first round,1,25.0,27.0,A Metreveli,2,3,clay,T Ryan,frenchopen,2
8998,59,1969,first round,1,26.0,30.0,J Alexander,2,3,clay,P Hombergen,frenchopen,2
9049,60,1969,first round,1,25.0,25.0,B Jovanovic,2,3,clay,S Smith,frenchopen,2
9100,61,1969,first round,1,6.0,18.0,M Hickey,0,3,clay,P Marzano,frenchopen,2
9150,62,1969,first round,1,9.0,20.0,D Stolcer,0,3,clay,J Velasco Sr,frenchopen,2
9201,63,1969,first round,1,17.0,23.0,D Sturdza,1,3,clay,D Crealy,frenchopen,2
9251,64,1969,first round,1,3.0,18.0,K Watanabe,0,3,clay,R Laver,frenchopen,2
239,1,1969,second round,2,8.0,19.0,HJ Pohmann,0,3,clay,T Roche,frenchopen,2
796,2,1969,second round,2,23.0,27.0,N Pilic,2,3,clay,A Stone,frenchopen,2
1263,3,1969,second round,2,5.0,18.0,EB Buchholz,0,3,clay,W Gasiorek,frenchopen,2
1684,4,1969,second round,2,12.0,21.0,P Dent,1,3,clay,S Koudelka,frenchopen,2
2060,5,1969,second round,2,7.0,18.0,T Nowicki,0,3,clay,R Emerson,frenchopen,2
2388,6,1969,second round,2,19.0,23.0,J Bartlett,1,3,clay,M Di Domenico,frenchopen,2
2718,7,1969,second round,2,2.0,18.0,H Nerell,0,3,clay,Z Franulovic,frenchopen,2
3049,8,1969,second round,2,22.0,18.0,P Rodriguez,2,3,clay,D Ralston,frenchopen,2
3343,9,1969,second round,2,4.0,18.0,M Holecek,0,3,clay,K Rosewall,frenchopen,2
3588,10,1969,second round,2,15.0,25.0,F Jauffret,1,3,clay,M Mulligan,frenchopen,2
3834,11,1969,second round,2,10.0,18.0,JC Barclay,0,3,clay,B Hewitt,frenchopen,2
4073,12,1969,second round,2,13.0,20.0,P Toci,0,3,clay,I Gulyas,frenchopen,2
4318,13,1969,second round,2,19.0,24.0,JP Courcol,2,3,clay,A Ashe,frenchopen,2
4562,14,1969,second round,2,18.0,21.0,JL Rouyer,1,3,clay,B PhillipsMoore,frenchopen,2
4804,15,1969,second round,2,21.0,28.0,M Riessen,2,3,clay,F Stolle,frenchopen,2
5048,16,1969,second round,2,5.0,18.0,S Palmieri,0,3,clay,J Kukal,frenchopen,2
5253,17,1969,second round,2,24.0,29.0,L Ayala,1,3,clay,C Richey,frenchopen,2
5407,18,1969,second round,2,3.0,18.0,V Zednik,0,3,clay,I El Shafei,frenchopen,2
5557,19,1969,second round,2,18.0,26.0,S Matthews,1,3,clay,G Goven,frenchopen,2
5708,20,1969,second round,2,7.0,18.0,P Barthes,0,3,clay,T Okker,frenchopen,2
5862,21,1969,second round,2,8.0,18.0,P Beust,0,3,clay,R Maud,frenchopen,2
6006,22,1969,second round,2,8.0,20.0,R Howe,0,3,clay,J Kodes,frenchopen,2
6155,23,1969,second round,2,7.0,18.0,Z Guerry,0,3,clay,M Orantes,frenchopen,2
6302,24,1969,second round,2,7.0,18.0,W Bowrey,0,3,clay,J Newcombe,frenchopen,2
6446,25,1969,second round,2,6.0,18.0,F McMillan,0,3,clay,B Carmichael,frenchopen,2
6590,26,1969,second round,2,11.0,19.0,I Tiriac,0,3,clay,M Santana,frenchopen,2
6735,27,1969,second round,2,20.0,24.0,W Alvarez,1,3,clay,P Marmureanu,frenchopen,2
6873,28,1969,second round,2,10.0,20.0,I Buding,0,3,clay,A Gimeno,frenchopen,2
7014,29,1969,second round,2,6.0,18.0,T Ryan,0,3,clay,P Lall,frenchopen,2
7155,30,1969,second round,2,6.0,18.0,P Hombergen,0,3,clay,S Smith,frenchopen,2
7296,31,1969,second round,2,11.0,18.0,J Velasco Sr,0,3,clay,P Marzano,frenchopen,2
7436,32,1969,second round,2,23.0,28.0,D Crealy,2,3,clay,R Laver,frenchopen,2
241,1,1969,third round,3,11.0,18.0,A Stone,0,3,clay,T Roche,frenchopen,2
798,2,1969,third round,3,6.0,18.0,S Koudelka,0,3,clay,W Gasiorek,frenchopen,2
1264,3,1969,third round,3,13.0,22.0,M Di Domenico,1,3,clay,R Emerson,frenchopen,2
1685,4,1969,third round,3,3.0,18.0,D Ralston,0,3,clay,Z Franulovic,frenchopen,2
2061,5,1969,third round,3,11.0,22.0,M Mulligan,1,3,clay,K Rosewall,frenchopen,2
2389,6,1969,third round,3,20.0,24.0,B Hewitt,1,3,clay,I Gulyas,frenchopen,2
2719,7,1969,third round,3,8.0,18.0,B PhillipsMoore,0,3,clay,A Ashe,frenchopen,2
3050,8,1969,third round,3,14.0,20.0,J Kukal,1,3,clay,F Stolle,frenchopen,2
3344,9,1969,third round,3,16.0,25.0,I El Shafei,1,3,clay,C Richey,frenchopen,2
3589,10,1969,third round,3,9.0,19.0,G Goven,0,3,clay,T Okker,frenchopen,2
3835,11,1969,third round,3,20.0,27.0,R Maud,1,3,clay,J Kodes,frenchopen,2
4074,12,1969,third round,3,16.0,22.0,M Orantes,1,3,clay,J Newcombe,frenchopen,2
4319,13,1969,third round,3,5.0,18.0,B Carmichael,0,3,clay,M Santana,frenchopen,2
4563,14,1969,third round,3,5.0,18.0,P Marmureanu,0,3,clay,A Gimeno,frenchopen,2
4805,15,1969,third round,3,16.0,25.0,P Lall,2,3,clay,S Smith,frenchopen,2
5049,16,1969,third round,3,7.0,20.0,P Marzano,0,3,clay,R Laver,frenchopen,2
237,1,1969,fourth round,4,12.0,20.0,W Gasiorek,0,3,clay,T Roche,frenchopen,2
794,2,1969,fourth round,4,11.0,19.0,R Emerson,1,3,clay,Z Franulovic,frenchopen,2
1261,3,1969,fourth round,4,4.0,18.0,I Gulyas,0,3,clay,K Rosewall,frenchopen,2
1682,4,1969,fourth round,4,6.0,18.0,A Ashe,0,3,clay,F Stolle,frenchopen,2
2059,5,1969,fourth round,4,13.0,21.0,C Richey,0,3,clay,T Okker,frenchopen,2
2387,6,1969,fourth round,4,30.0,31.0,J Kodes,2,3,clay,J Newcombe,frenchopen,2
2717,7,1969,fourth round,4,20.0,19.0,M Santana,2,3,clay,A Gimeno,frenchopen,2
3048,8,1969,fourth round,4,10.0,18.0,S Smith,0,3,clay,R Laver,frenchopen,2
238,1,1969,quarterfinals,5,18.0,27.0,Zeljko Franulovic,2,3,clay,Tony Roche,frenchopen,2
795,2,1969,quarterfinals,5,23.0,29.0,Fred Stolle,1,3,clay,Ken Rosewall,frenchopen,2
1262,3,1969,quarterfinals,5,19.0,27.0,John Newcombe,2,3,clay,Tom Okker,frenchopen,2
1683,4,1969,quarterfinals,5,16.0,21.0,Andres Gimeno,1,3,clay,Rod Laver,frenchopen,2
240,1,1969,semifinals,6,9.0,19.0,Tony Roche,0,3,clay,Ken Rosewall,frenchopen,2
797,2,1969,semifinals,6,12.0,22.0,Tom Okker,1,3,clay,Rod Laver,frenchopen,2
236,1,1969,final,7,11.0,18.0,Ken Rosewall,0,3,clay,Rod Laver,frenchopen,2
799,2,1970,first round,1,24.0,27.0,B Jovanovic,2,3,clay,P Szoke,frenchopen,2
1265,3,1970,first round,1,20.0,24.0,S Palmieri,2,3,clay,J Fillol Sr,frenchopen,2
1686,4,1970,first round,1,5.0,18.0,D Sturdza,0,3,clay,T Addison,frenchopen,2
2062,5,1970,first round,1,6.0,18.0,P Joly,0,3,clay,R Ruffels,frenchopen,2
2390,6,1970,first round,1,20.0,22.0,K Diepraam,2,3,clay,P Cornejo,frenchopen,2
3051,8,1970,first round,1,8.0,21.0,B Seewagen,0,3,clay,M Mulligan,frenchopen,2
3345,9,1970,first round,1,4.0,18.0,JB Chanfreau,0,3,clay,J Kodes,frenchopen,2
3590,10,1970,first round,1,19.0,28.0,J Osborne,1,3,clay,R Howe,frenchopen,2
4075,12,1970,first round,1,4.0,18.0,D OBryant,0,3,clay,S Koudelka,frenchopen,2
4320,13,1970,first round,1,5.0,18.0,JP Courcol,0,3,clay,I Tiriac,frenchopen,2
4564,14,1970,first round,1,8.0,21.0,A Segal,1,3,clay,E Di Matteo,frenchopen,2
4806,15,1970,first round,1,21.0,24.0,J Mukherjea,2,3,clay,B Carmichael,frenchopen,2
5050,16,1970,first round,1,16.0,23.0,F Matheu,1,3,clay,G Battrick,frenchopen,2
5254,17,1970,first round,1,4.0,18.0,D Contet,0,3,clay,M Santana,frenchopen,2
5408,18,1970,first round,1,9.0,18.0,P Kronk,0,3,clay,J McManus,frenchopen,2
5558,19,1970,first round,1,18.0,24.0,J Fassbender,1,3,clay,B MacKay,frenchopen,2
5709,20,1970,first round,1,6.0,18.0,C De Gronckel,0,3,clay,S Baranyi,frenchopen,2
5863,21,1970,first round,1,7.0,18.0,C Dibley,0,3,clay,G Goven,frenchopen,2
6007,22,1970,first round,1,20.0,26.0,S Matthews,2,3,clay,HJ Plotz,frenchopen,2
6156,23,1970,first round,1,8.0,18.0,R Keldie,0,3,clay,P Marmureanu,frenchopen,2
6303,24,1970,first round,1,11.0,18.0,H Zahr,0,3,clay,I Buding,frenchopen,2
6447,25,1970,first round,1,10.0,19.0,D Lloyd,0,3,clay,B Hewitt,frenchopen,2
6591,26,1970,first round,1,17.0,23.0,P Marzano,1,3,clay,V Zednik,frenchopen,2
6736,27,1970,first round,1,4.0,18.0,W NGodrella,0,3,clay,B PhillipsMoore,frenchopen,2
6874,28,1970,first round,1,21.0,24.0,J Alexander,2,3,clay,A Panatta,frenchopen,2
7015,29,1970,first round,1,9.0,19.0,K Watanabe,0,3,clay,F Jauffret,frenchopen,2
7156,30,1970,first round,1,15.0,21.0,A Volkov,0,3,clay,P Beust,frenchopen,2
7297,31,1970,first round,1,24.0,23.0,G Perkins,2,3,clay,T Ryan,frenchopen,2
7546,33,1970,first round,1,12.0,22.0,W Alvarez,1,3,clay,J Kukal,frenchopen,2
7607,34,1970,first round,1,26.0,26.0,J PintoBravo,2,3,clay,JL Rouyer,frenchopen,2
7666,35,1970,first round,1,12.0,21.0,C Duxin,1,3,clay,C Pasarell,frenchopen,2
7724,36,1970,first round,1,23.0,25.0,H Elschenbroich,2,3,clay,L Hoad,frenchopen,2
7842,38,1970,first round,1,19.0,24.0,J Bartlett,2,3,clay,J LoyoMayo,frenchopen,2
7899,39,1970,first round,1,19.0,22.0,P Doerner,1,3,clay,W Gasiorek,frenchopen,2
7957,40,1970,first round,1,10.0,18.0,R Barth,0,3,clay,Z Franulovic,frenchopen,2
8013,41,1970,first round,1,27.0,27.0,J Krinsky,2,3,clay,B Montrenaud,frenchopen,2
8068,42,1970,first round,1,12.0,19.0,A Pattison,0,3,clay,A Stone,frenchopen,2
8126,43,1970,first round,1,20.0,24.0,JC Barclay,2,3,clay,J Gisbert Sr,frenchopen,2
8184,44,1970,first round,1,13.0,23.0,J Mandarino,1,3,clay,M Orantes,frenchopen,2
8242,45,1970,first round,1,12.0,23.0,S Likhachev,1,3,clay,N Pietrangeli,frenchopen,2
8299,46,1970,first round,1,4.0,18.0,J Lovera,0,3,clay,P Hombergen,frenchopen,2
8354,47,1970,first round,1,17.0,25.0,K Wooldridge,0,3,clay,B Freer,frenchopen,2
8413,48,1970,first round,1,2.0,18.0,M Rybarczyk,0,3,clay,A Ashe,frenchopen,2
8469,49,1970,first round,1,10.0,18.0,N Kalogeropoulos,0,3,clay,T Nowicki,frenchopen,2
8525,50,1970,first round,1,8.0,19.0,R Seegers,0,3,clay,F Pala,frenchopen,2
8578,51,1970,first round,1,16.0,24.0,P Pokorny,2,3,clay,G Masters,frenchopen,2
