,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
11265,40,2012,first round,1,21.0,23.0,R Haase,1,3,grass,JM del Potro,wimbledon,3
11361,41,2012,first round,1,15.0,21.0,CM Stebe,1,3,grass,M Cilic,wimbledon,3
11453,42,2012,first round,1,12.0,19.0,T Ito,0,3,grass,L Kubot,wimbledon,3
11544,43,2012,first round,1,19.0,25.0,V Pospisil,1,3,grass,S Querrey,wimbledon,3
11638,44,2012,first round,1,12.0,18.0,S Giraldo,0,3,grass,M Raonic,wimbledon,3
11732,45,2012,first round,1,21.0,26.0,K Anderson,1,3,grass,G Dimitrov,wimbledon,3
11827,46,2012,first round,1,10.0,18.0,A Montanes,0,3,grass,M Baghdatis,wimbledon,3
11919,47,2012,first round,1,14.0,19.0,D Sela,0,3,grass,I Karlovic,wimbledon,3
12015,48,2012,first round,1,6.0,18.0,N Davydenko,0,3,grass,A Murray,wimbledon,3
12109,49,2012,first round,1,11.0,18.0,L Hewitt,0,3,grass,JW Tsonga,wimbledon,3
12204,50,2012,first round,1,31.0,34.0,E RogerVasselin,2,3,grass,G Garcia Lopez,wimbledon,3
12296,51,2012,first round,1,10.0,19.0,A Ungur,0,3,grass,L Lacko,wimbledon,3
12392,52,2012,first round,1,28.0,26.0,S Wawrinka,2,3,grass,J Melzer,wimbledon,3
12484,53,2012,first round,1,17.0,21.0,B Tomic,1,3,grass,D Goffin,wimbledon,3
12577,54,2012,first round,1,16.0,24.0,K Beck,1,3,grass,J Levine,wimbledon,3
12669,55,2012,first round,1,18.0,25.0,P Andujar,2,3,grass,J Ward,wimbledon,3
12762,56,2012,first round,1,17.0,21.0,R Ramirez Hidalgo,0,3,grass,M Fish,wimbledon,3
12854,57,2012,first round,1,22.0,23.0,F Lopez,1,3,grass,J Nieminen,wimbledon,3
12947,58,2012,first round,1,10.0,19.0,R Machado,0,3,grass,B Baker,wimbledon,3
13042,59,2012,first round,1,14.0,24.0,M Ebden,1,3,grass,B Paire,wimbledon,3
13133,60,2012,first round,1,12.0,19.0,A Bogomolov Jr,0,3,grass,A Dolgopolov,wimbledon,3
13227,61,2012,first round,1,27.0,29.0,T Haas,2,3,grass,P Kohlschreiber,wimbledon,3
13321,62,2012,first round,1,26.0,29.0,J Zopp,2,3,grass,M Jaziri,wimbledon,3
13414,63,2012,first round,1,21.0,23.0,I Dodig,1,3,grass,L Rosol,wimbledon,3
13508,64,2012,first round,1,11.0,19.0,T Bellucci,0,3,grass,R Nadal,wimbledon,3
823,1,2012,second round,2,12.0,18.0,R Harrison,0,3,grass,N Djokovic,wimbledon,3
1561,2,2012,second round,2,11.0,19.0,B Becker,0,3,grass,R Stepanek,wimbledon,3
2178,3,2012,second round,2,27.0,28.0,M Klizan,2,3,grass,V Troicki,wimbledon,3
2776,4,2012,second round,2,17.0,22.0,J Chardy,1,3,grass,J Monaco,wimbledon,3
3254,5,2012,second round,2,15.0,23.0,G Rufin,1,3,grass,N Almagro,wimbledon,3
3719,6,2012,second round,2,11.0,18.0,R Bemelmans,0,3,grass,R Gasquet,wimbledon,3
4179,7,2012,second round,2,22.0,24.0,P Petzschner,2,3,grass,F Mayer,wimbledon,3
4627,8,2012,second round,2,29.0,27.0,E Gulbis,2,3,grass,J Janowicz,wimbledon,3
4968,9,2012,second round,2,6.0,18.0,F Fognini,0,3,grass,R Federer,wimbledon,3
5300,10,2012,second round,2,21.0,22.0,M Russell,1,3,grass,J Benneteau,wimbledon,3
5629,11,2012,second round,2,21.0,23.0,G Zemlja,1,3,grass,F Verdasco,wimbledon,3
5954,12,2012,second round,2,14.0,19.0,G Simon,0,3,grass,X Malisse,wimbledon,3
6278,13,2012,second round,2,24.0,27.0,N Mahut,2,3,grass,A Falla,wimbledon,3
6599,14,2012,second round,2,17.0,23.0,I Andreev,1,3,grass,D Istomin,wimbledon,3
6921,15,2012,second round,2,8.0,18.0,I Cervantes,0,3,grass,M Youzhny,wimbledon,3
7243,16,2012,second round,2,18.0,24.0,R Sweeting,1,3,grass,J Tipsarevic,wimbledon,3
7462,17,2012,second round,2,12.0,19.0,K de Schepper,0,3,grass,D Ferrer,wimbledon,3
7665,18,2012,second round,2,12.0,19.0,B Phau,0,3,grass,A Roddick,wimbledon,3
7867,19,2012,second round,2,10.0,19.0,F Serra,0,3,grass,K Nishikori,wimbledon,3
8075,20,2012,second round,2,15.0,19.0,G Soeda,1,3,grass,JM del Potro,wimbledon,3
8281,21,2012,second round,2,9.0,19.0,L Kubot,0,3,grass,M Cilic,wimbledon,3
8483,22,2012,second round,2,23.0,26.0,M Raonic,1,3,grass,S Querrey,wimbledon,3
8685,23,2012,second round,2,6.0,11.0,G Dimitrov,0,2,grass,M Baghdatis,wimbledon,3
8885,24,2012,second round,2,20.0,26.0,I Karlovic,1,3,grass,A Murray,wimbledon,3
9088,25,2012,second round,2,15.0,24.0,G Garcia Lopez,1,3,grass,JW Tsonga,wimbledon,3
9289,26,2012,second round,2,24.0,27.0,J Melzer,2,3,grass,L Lacko,wimbledon,3
9492,27,2012,second round,2,14.0,22.0,J Levine,1,3,grass,D Goffin,wimbledon,3
9694,28,2012,second round,2,24.0,29.0,J Ward,2,3,grass,M Fish,wimbledon,3
9893,29,2012,second round,2,6.0,18.0,J Nieminen,0,3,grass,B Baker,wimbledon,3
10094,30,2012,second round,2,14.0,19.0,A Dolgopolov,0,3,grass,B Paire,wimbledon,3
10290,31,2012,second round,2,8.0,19.0,M Jaziri,0,3,grass,P Kohlschreiber,wimbledon,3
10491,32,2012,second round,2,25.0,26.0,R Nadal,2,3,grass,L Rosol,wimbledon,3
825,1,2012,third round,3,12.0,22.0,R Stepanek,1,3,grass,N Djokovic,wimbledon,3
1563,2,2012,third round,3,13.0,20.0,J Monaco,0,3,grass,V Troicki,wimbledon,3
2179,3,2012,third round,3,11.0,18.0,N Almagro,0,3,grass,R Gasquet,wimbledon,3
2777,4,2012,third round,3,26.0,25.0,J Janowicz,2,3,grass,F Mayer,wimbledon,3
3255,5,2012,third round,3,22.0,29.0,J Benneteau,2,3,grass,R Federer,wimbledon,3
3720,6,2012,third round,3,22.0,24.0,F Verdasco,2,3,grass,X Malisse,wimbledon,3
4180,7,2012,third round,3,19.0,22.0,A Falla,1,3,grass,D Istomin,wimbledon,3
4628,8,2012,third round,3,16.0,21.0,J Tipsarevic,1,3,grass,M Youzhny,wimbledon,3
4969,9,2012,third round,3,19.0,21.0,A Roddick,1,3,grass,D Ferrer,wimbledon,3
5301,10,2012,third round,3,10.0,19.0,K Nishikori,0,3,grass,JM del Potro,wimbledon,3
5630,11,2012,third round,3,39.0,42.0,S Querrey,2,3,grass,M Cilic,wimbledon,3
5955,12,2012,third round,3,17.0,23.0,M Baghdatis,1,3,grass,A Murray,wimbledon,3
6279,13,2012,third round,3,10.0,18.0,L Lacko,0,3,grass,JW Tsonga,wimbledon,3
6600,14,2012,third round,3,15.0,20.0,D Goffin,0,3,grass,M Fish,wimbledon,3
6922,15,2012,third round,3,14.0,22.0,B Paire,1,3,grass,B Baker,wimbledon,3
7244,16,2012,third round,3,11.0,19.0,L Rosol,0,3,grass,P Kohlschreiber,wimbledon,3
821,1,2012,fourth round,4,7.0,18.0,V Troicki,0,3,grass,N Djokovic,wimbledon,3
1559,2,2012,fourth round,4,12.0,21.0,R Gasquet,1,3,grass,F Mayer,wimbledon,3
2176,3,2012,fourth round,4,16.0,23.0,X Malisse,1,3,grass,R Federer,wimbledon,3
2774,4,2012,fourth round,4,26.0,30.0,D Istomin,2,3,grass,M Youzhny,wimbledon,3
3253,5,2012,fourth round,4,8.0,18.0,JM del Potro,0,3,grass,D Ferrer,wimbledon,3
3718,6,2012,fourth round,4,10.0,19.0,M Cilic,0,3,grass,A Murray,wimbledon,3
4178,7,2012,fourth round,4,20.0,23.0,M Fish,1,3,grass,JW Tsonga,wimbledon,3
4626,8,2012,fourth round,4,10.0,19.0,B Baker,0,3,grass,P Kohlschreiber,wimbledon,3
822,1,2012,quarterfinals,5,9.0,18.0,Florian Mayer,0,3,grass,Novak Djokovic,wimbledon,3
1560,2,2012,quarterfinals,5,5.0,18.0,Mikhail Youzhny,0,3,grass,Roger Federer,wimbledon,3
2177,3,2012,quarterfinals,5,23.0,26.0,David Ferrer,1,3,grass,Andy Murray,wimbledon,3
2775,4,2012,quarterfinals,5,20.0,24.0,Philipp Kohlschreiber,1,3,grass,JoWilfried Tsonga,wimbledon,3
824,1,2012,semifinals,6,16.0,21.0,Novak Djokovic,1,3,grass,Roger Federer,wimbledon,3
1562,2,2012,semifinals,6,18.0,22.0,JoWilfried Tsonga,1,3,grass,Andy Murray,wimbledon,3
819,1,2012,final,7,18.0,23.0,Andy Murray,1,3,grass,Roger Federer,wimbledon,3
827,1,2013,first round,1,12.0,19.0,F Mayer,0,3,grass,N Djokovic,wimbledon,3
1564,2,2013,first round,1,26.0,26.0,S Johnson,2,3,grass,B Reynolds,wimbledon,3
2180,3,2013,first round,1,8.0,18.0,B Kavcic,0,3,grass,JL Struff,wimbledon,3
2778,4,2013,first round,1,19.0,24.0,R Harrison,1,3,grass,J Chardy,wimbledon,3
3256,5,2013,first round,1,12.0,19.0,G Simon,0,3,grass,F Lopez,wimbledon,3
3721,6,2013,first round,1,22.0,26.0,R Berankis,1,3,grass,PH Mathieu,wimbledon,3
4181,7,2013,first round,1,25.0,27.0,W Odesnik,2,3,grass,J Wang,wimbledon,3
4629,8,2013,first round,1,13.0,20.0,D Tursunov,0,3,grass,T Haas,wimbledon,3
4970,9,2013,first round,1,20.0,25.0,M Granollers,1,3,grass,R Gasquet,wimbledon,3
5302,10,2013,first round,1,12.0,20.0,A HaiderMaurer,0,3,grass,G Soeda,wimbledon,3
5631,11,2013,first round,1,6.0,18.0,T de Bakker,0,3,grass,J Blake,wimbledon,3
5956,12,2013,first round,1,27.0,25.0,S Querrey,2,3,grass,B Tomic,wimbledon,3
6280,13,2013,first round,1,7.0,18.0,O Rochus,0,3,grass,K Anderson,wimbledon,3
6601,14,2013,first round,1,9.0,19.0,P Petzschner,0,3,grass,M Przysiezny,wimbledon,3
6923,15,2013,first round,1,25.0,31.0,D Gimeno Traver,2,3,grass,D Brands,wimbledon,3
7245,16,2013,first round,1,11.0,18.0,M Klizan,0,3,grass,T Berdych,wimbledon,3
7463,17,2013,first round,1,14.0,23.0,M Alund,1,3,grass,D Ferrer,wimbledon,3
7666,18,2013,first round,1,13.0,19.0,T Gabashvili,0,3,grass,R Bautista Agut,wimbledon,3
7868,19,2013,first round,1,23.0,28.0,H Zeballos,2,3,grass,S Giraldo,wimbledon,3
8076,20,2013,first round,1,9.0,19.0,G Elias,0,3,grass,A Dolgopolov,wimbledon,3
8282,21,2013,first round,1,10.0,18.0,C Berlocq,0,3,grass,M Raonic,wimbledon,3
8484,22,2013,first round,1,11.0,18.0,Al Kuznetsov,0,3,grass,I Sijsling,wimbledon,3
8686,23,2013,first round,1,19.0,25.0,J Duckworth,2,3,grass,D Kudla,wimbledon,3
8886,24,2013,first round,1,23.0,25.0,P Kohlschreiber,2,3,grass,I Dodig,wimbledon,3
9089,25,2013,first round,1,9.0,18.0,M Ebden,0,3,grass,K Nishikori,wimbledon,3
9290,26,2013,first round,1,9.0,18.0,A Bedene,0,3,grass,L Mayer,wimbledon,3
9493,27,2013,first round,1,13.0,19.0,J Nieminen,0,3,grass,M Llodra,wimbledon,3
9695,28,2013,first round,1,28.0,28.0,D Istomin,2,3,grass,A Seppi,wimbledon,3
9894,29,2013,first round,1,8.0,18.0,S Bolelli,0,3,grass,G Dimitrov,wimbledon,3
10095,30,2013,first round,1,16.0,24.0,M Russell,1,3,grass,G Zemlja,wimbledon,3
10291,31,2013,first round,1,21.0,23.0,G Pella,2,3,grass,J Levine,wimbledon,3
10492,32,2013,first round,1,8.0,19.0,A Ramos Vinolas,0,3,grass,JM del Potro,wimbledon,3
10597,33,2013,first round,1,16.0,20.0,R Nadal,0,3,grass,S Darcis,wimbledon,3
10691,34,2013,first round,1,8.0,19.0,I Andreev,0,3,grass,L Kubot,wimbledon,3
10787,35,2013,first round,1,14.0,20.0,A Falla,0,3,grass,S Robert,wimbledon,3
10881,36,2013,first round,1,14.0,22.0,A Ungur,1,3,grass,B Paire,wimbledon,3
10978,37,2013,first round,1,13.0,20.0,E Donskoy,0,3,grass,J Isner,wimbledon,3
11076,38,2013,first round,1,6.0,18.0,P Andujar,0,3,grass,A Mannarino,wimbledon,3
11170,39,2013,first round,1,9.0,18.0,G Garcia Lopez,0,3,grass,D Brown,wimbledon,3
11266,40,2013,first round,1,12.0,19.0,S Wawrinka,0,3,grass,L Hewitt,wimbledon,3
11362,41,2013,first round,1,15.0,20.0,J Zopp,0,3,grass,N Almagro,wimbledon,3
11454,42,2013,first round,1,14.0,22.0,M Matosevic,1,3,grass,G Rufin,wimbledon,3
11545,43,2013,first round,1,8.0,18.0,M Reid,0,3,grass,R Stepanek,wimbledon,3
11639,44,2013,first round,1,8.0,18.0,K Edmund,0,3,grass,J Janowicz,wimbledon,3
11733,45,2013,first round,1,17.0,25.0,F Fognini,1,3,grass,J Melzer,wimbledon,3
11828,46,2013,first round,1,26.0,29.0,L Rosol,2,3,grass,J Reister,wimbledon,3
11920,47,2013,first round,1,8.0,18.0,R Dutra Silva,0,3,grass,S Stakhovsky,wimbledon,3
12016,48,2013,first round,1,5.0,18.0,V Hanescu,0,3,grass,R Federer,wimbledon,3
12110,49,2013,first round,1,13.0,19.0,D Goffin,0,3,grass,JW Tsonga,wimbledon,3
12205,50,2013,first round,1,15.0,20.0,E RogerVasselin,0,3,grass,E Gulbis,wimbledon,3
12297,51,2013,first round,1,15.0,24.0,X Malisse,1,3,grass,F Verdasco,wimbledon,3
12393,52,2013,first round,1,17.0,24.0,T Kamke,1,3,grass,J Benneteau,wimbledon,3
12485,53,2013,first round,1,9.0,18.0,B Knittel,0,3,grass,J Monaco,wimbledon,3
12578,54,2013,first round,1,18.0,25.0,L Lacko,1,3,grass,R Ram,wimbledon,3
12670,55,2013,first round,1,12.0,19.0,P Lorenzi,0,3,grass,K de Schepper,wimbledon,3
12763,56,2013,first round,1,11.0,18.0,M Baghdatis,0,3,grass,M Cilic,wimbledon,3
12855,57,2013,first round,1,13.0,19.0,J Tipsarevic,0,3,grass,V Troicki,wimbledon,3
12948,58,2013,first round,1,16.0,21.0,A Montanes,1,3,grass,An Kuznetsov,wimbledon,3
13043,59,2013,first round,1,11.0,19.0,M Gicquel,0,3,grass,V Pospisil,wimbledon,3
13134,60,2013,first round,1,14.0,20.0,R Haase,0,3,grass,M Youzhny,wimbledon,3
13228,61,2013,first round,1,8.0,18.0,A Bogomolov Jr,0,3,grass,T Robredo,wimbledon,3
13322,62,2013,first round,1,9.0,18.0,J Hajek,0,3,grass,N Mahut,wimbledon,3
13415,63,2013,first round,1,23.0,26.0,J Ward,1,3,grass,Yh Lu,wimbledon,3
13509,64,2013,first round,1,9.0,18.0,B Becker,0,3,grass,A Murray,wimbledon,3
830,1,2013,second round,2,10.0,19.0,B Reynolds,0,3,grass,N Djokovic,wimbledon,3
1567,2,2013,second round,2,21.0,25.0,JL Struff,1,3,grass,J Chardy,wimbledon,3
2183,3,2013,second round,2,4.0,11.0,PH Mathieu,0,2,grass,F Lopez,wimbledon,3
2781,4,2013,second round,2,10.0,19.0,J Wang,0,3,grass,T Haas,wimbledon,3
3258,5,2013,second round,2,13.0,24.0,G Soeda,1,3,grass,R Gasquet,wimbledon,3
3723,6,2013,second round,2,12.0,19.0,J Blake,0,3,grass,B Tomic,wimbledon,3
4183,7,2013,second round,2,14.0,19.0,M Przysiezny,0,3,grass,K Anderson,wimbledon,3
4631,8,2013,second round,2,12.0,19.0,D Brands,0,3,grass,T Berdych,wimbledon,3
4971,9,2013,second round,2,20.0,23.0,R Bautista Agut,1,3,grass,D Ferrer,wimbledon,3
5303,10,2013,second round,2,12.0,19.0,S Giraldo,0,3,grass,A Dolgopolov,wimbledon,3
5632,11,2013,second round,2,15.0,20.0,M Raonic,0,3,grass,I Sijsling,wimbledon,3
5957,12,2013,second round,2,12.0,20.0,D Kudla,0,3,grass,I Dodig,wimbledon,3
6281,13,2013,second round,2,12.0,19.0,L Mayer,0,3,grass,K Nishikori,wimbledon,3
6602,14,2013,second round,2,5.0,7.0,M Llodra,0,1,grass,A Seppi,wimbledon,3
6924,15,2013,second round,2,31.0,30.0,G Dimitrov,2,3,grass,G Zemlja,wimbledon,3
7246,16,2013,second round,2,11.0,19.0,J Levine,0,3,grass,JM del Potro,wimbledon,3
7667,18,2013,second round,2,13.0,19.0,S Robert,0,3,grass,B Paire,wimbledon,3
7869,19,2013,second round,2,1.0,1.0,A Mannarino,0,0,grass,J Isner,wimbledon,3
8077,20,2013,second round,2,17.0,24.0,L Hewitt,1,3,grass,D Brown,wimbledon,3
8283,21,2013,second round,2,19.0,25.0,G Rufin,1,3,grass,N Almagro,wimbledon,3
8485,22,2013,second round,2,5.0,11.0,R Stepanek,0,2,grass,J Janowicz,wimbledon,3
8687,23,2013,second round,2,20.0,23.0,J Reister,1,3,grass,J Melzer,wimbledon,3
8887,24,2013,second round,2,24.0,27.0,R Federer,1,3,grass,S Stakhovsky,wimbledon,3
9090,25,2013,second round,2,12.0,15.0,JW Tsonga,1,2,grass,E Gulbis,wimbledon,3
9291,26,2013,second round,2,16.0,20.0,J Benneteau,0,3,grass,F Verdasco,wimbledon,3
9494,27,2013,second round,2,15.0,23.0,R Ram,1,3,grass,J Monaco,wimbledon,3
9895,29,2013,second round,2,11.0,18.0,An Kuznetsov,0,3,grass,V Troicki,wimbledon,3
10096,30,2013,second round,2,25.0,28.0,V Pospisil,2,3,grass,M Youzhny,wimbledon,3
10292,31,2013,second round,2,13.0,20.0,N Mahut,0,3,grass,T Robredo,wimbledon,3
10493,32,2013,second round,2,11.0,19.0,Yh Lu,0,3,grass,A Murray,wimbledon,3
832,1,2013,third round,3,7.0,18.0,J Chardy,0,3,grass,N Djokovic,wimbledon,3
1569,2,2013,third round,3,17.0,23.0,F Lopez,1,3,grass,T Haas,wimbledon,3
2184,3,2013,third round,3,24.0,26.0,R Gasquet,1,3,grass,B Tomic,wimbledon,3
2782,4,2013,third round,3,18.0,22.0,K Anderson,1,3,grass,T Berdych,wimbledon,3
3259,5,2013,third round,3,22.0,27.0,A Dolgopolov,2,3,grass,D Ferrer,wimbledon,3
3724,6,2013,third round,3,1.0,13.0,I Sijsling,0,3,grass,I Dodig,wimbledon,3
4184,7,2013,third round,3,20.0,27.0,K Nishikori,2,3,grass,A Seppi,wimbledon,3
4632,8,2013,third round,3,11.0,20.0,G Zemlja,0,3,grass,JM del Potro,wimbledon,3
4972,9,2013,third round,3,8.0,18.0,B Paire,0,3,grass,L Kubot,wimbledon,3
5304,10,2013,third round,3,11.0,19.0,D Brown,0,3,grass,A Mannarino,wimbledon,3
5633,11,2013,third round,3,13.0,19.0,N Almagro,0,3,grass,J Janowicz,wimbledon,3
5958,12,2013,third round,3,16.0,21.0,S Stakhovsky,1,3,grass,J Melzer,wimbledon,3
6282,13,2013,third round,3,10.0,18.0,E Gulbis,0,3,grass,F Verdasco,wimbledon,3
6603,14,2013,third round,3,14.0,19.0,J Monaco,0,3,grass,K de Schepper,wimbledon,3
6925,15,2013,third round,3,12.0,19.0,V Troicki,0,3,grass,M Youzhny,wimbledon,3
7247,16,2013,third round,3,11.0,19.0,T Robredo,0,3,grass,A Murray,wimbledon,3
828,1,2013,fourth round,4,11.0,19.0,T Haas,0,3,grass,N Djokovic,wimbledon,3
1565,2,2013,fourth round,4,21.0,25.0,B Tomic,1,3,grass,T Berdych,wimbledon,3
2181,3,2013,fourth round,4,15.0,25.0,I Dodig,1,3,grass,D Ferrer,wimbledon,3
2779,4,2013,fourth round,4,13.0,19.0,A Seppi,0,3,grass,JM del Potro,wimbledon,3
3257,5,2013,fourth round,4,22.0,25.0,A Mannarino,2,3,grass,L Kubot,wimbledon,3
3722,6,2013,fourth round,4,26.0,26.0,J Melzer,2,3,grass,J Janowicz,wimbledon,3
4182,7,2013,fourth round,4,12.0,18.0,K de Schepper,0,3,grass,F Verdasco,wimbledon,3
4630,8,2013,fourth round,4,11.0,19.0,M Youzhny,0,3,grass,A Murray,wimbledon,3
829,1,2013,quarterfinals,5,13.0,19.0,Tomas Berdych,0,3,grass,Novak Djokovic,wimbledon,3
1566,2,2013,quarterfinals,5,12.0,19.0,David Ferrer,0,3,grass,Juan Martin del Potro,wimbledon,3
2182,3,2013,quarterfinals,5,13.0,19.0,Lukasz Kubot,0,3,grass,Jerzy Janowicz,wimbledon,3
2780,4,2013,quarterfinals,5,22.0,26.0,Fernando Verdasco,2,3,grass,Andy Murray,wimbledon,3
831,1,2013,semifinals,6,27.0,30.0,Juan Martin del Potro,2,3,grass,Novak Djokovic,wimbledon,3
1568,2,2013,semifinals,6,18.0,24.0,Jerzy Janowicz,1,3,grass,Andy Murray,wimbledon,3
826,1,2013,final,7,13.0,19.0,Novak Djokovic,0,3,grass,Andy Murray,wimbledon,3
834,1,2014,first round,1,5.0,18.0,A Golubev,0,3,grass,N Djokovic,wimbledon,3
1570,2,2014,first round,1,10.0,18.0,P Cuevas,0,3,grass,R Stepanek,wimbledon,3
2185,3,2014,first round,1,13.0,20.0,K Kravchuk,0,3,grass,G Simon,wimbledon,3
2783,4,2014,first round,1,20.0,24.0,V Pospisil,1,3,grass,R Haase,wimbledon,3
3260,5,2014,first round,1,5.0,18.0,J Ward,0,3,grass,M Youzhny,wimbledon,3
3725,6,2014,first round,1,8.0,18.0,A Gonzalez,0,3,grass,J Wang,wimbledon,3
4185,7,2014,first round,1,17.0,25.0,B Klahn,1,3,grass,S Querrey,wimbledon,3
4633,8,2014,first round,1,19.0,24.0,J Melzer,2,3,grass,JW Tsonga,wimbledon,3
4973,9,2014,first round,1,17.0,21.0,J Zopp,0,3,grass,E Gulbis,wimbledon,3
5305,10,2014,first round,1,9.0,18.0,C Berlocq,0,3,grass,S Stakhovsky,wimbledon,3
5634,11,2014,first round,1,18.0,25.0,D Cox,1,3,grass,J Chardy,wimbledon,3
5959,12,2014,first round,1,16.0,22.0,F Verdasco,1,3,grass,M Matosevic,wimbledon,3
6283,13,2014,first round,1,14.0,24.0,PH Mathieu,1,3,grass,M Cilic,wimbledon,3
6604,14,2014,first round,1,11.0,19.0,K Edmund,0,3,grass,A HaiderMaurer,wimbledon,3
6926,15,2014,first round,1,9.0,18.0,E Donskoy,0,3,grass,B Tomic,wimbledon,3
7248,16,2014,first round,1,15.0,24.0,V Hanescu,1,3,grass,T Berdych,wimbledon,3
7464,17,2014,first round,1,10.0,19.0,D Goffin,0,3,grass,A Murray,wimbledon,3
7668,18,2014,first round,1,8.0,18.0,P Andujar,0,3,grass,B Rola,wimbledon,3
7870,19,2014,first round,1,24.0,29.0,T Kamke,2,3,grass,J Hernych,wimbledon,3
8078,20,2014,first round,1,19.0,25.0,S Johnson,1,3,grass,R Bautista Agut,wimbledon,3
8284,21,2014,first round,1,10.0,19.0,A Bedene,0,3,grass,K Anderson,wimbledon,3
8486,22,2014,first round,1,12.0,19.0,F Volandri,0,3,grass,E RogerVasselin,wimbledon,3
8688,23,2014,first round,1,14.0,20.0,T Gabashvili,1,3,grass,T Putz,wimbledon,3
8888,24,2014,first round,1,24.0,24.0,Al Kuznetsov,2,3,grass,F Fognini,wimbledon,3
9091,25,2014,first round,1,11.0,19.0,R Harrison,0,3,grass,G Dimitrov,wimbledon,3
9292,26,2014,first round,1,19.0,22.0,D Thiem,1,3,grass,L Saville,wimbledon,3
9495,27,2014,first round,1,11.0,18.0,D Young,0,3,grass,B Becker,wimbledon,3
9696,28,2014,first round,1,17.0,21.0,S Groth,0,3,grass,A Dolgopolov,wimbledon,3
9896,29,2014,first round,1,25.0,25.0,A Seppi,2,3,grass,L Mayer,wimbledon,3
10097,30,2014,first round,1,21.0,22.0,D Brown,1,3,grass,M Baghdatis,wimbledon,3
10293,31,2014,first round,1,18.0,23.0,D Evans,1,3,grass,An Kuznetsov,wimbledon,3
10494,32,2014,first round,1,9.0,24.0,P Carreno Busta,1,3,grass,D Ferrer,wimbledon,3
10598,33,2014,first round,1,10.0,18.0,J Sousa,0,3,grass,S Wawrinka,wimbledon,3
10692,34,2014,first round,1,21.0,23.0,A Nedovyesov,2,3,grass,Yh Lu,wimbledon,3
10788,35,2014,first round,1,26.0,29.0,M Russell,2,3,grass,J Reister,wimbledon,3
10882,36,2014,first round,1,17.0,22.0,D Tursunov,1,3,grass,D Istomin,wimbledon,3
10979,37,2014,first round,1,18.0,21.0,Y Sugita,0,3,grass,F Lopez,wimbledon,3
11077,38,2014,first round,1,12.0,19.0,A Falla,0,3,grass,A Pavic,wimbledon,3
11171,39,2014,first round,1,14.0,20.0,F Delbonis,0,3,grass,J Nieminen,wimbledon,3
11267,40,2014,first round,1,12.0,19.0,D Smethurst,0,3,grass,J Isner,wimbledon,3
11363,41,2014,first round,1,21.0,25.0,S Devvarman,2,3,grass,J Janowicz,wimbledon,3
11455,42,2014,first round,1,14.0,24.0,M Przysiezny,1,3,grass,L Hewitt,wimbledon,3
11546,43,2014,first round,1,9.0,18.0,P Riba,0,3,grass,A Mannarino,wimbledon,3
11640,44,2014,first round,1,18.0,20.0,L Lacko,1,3,grass,T Robredo,wimbledon,3
11734,45,2014,first round,1,21.0,25.0,N Mahut,1,3,grass,M Granollers,wimbledon,3
11829,46,2014,first round,1,6.0,19.0,D Gimeno Traver,0,3,grass,S Giraldo,wimbledon,3
11921,47,2014,first round,1,16.0,20.0,J Benneteau,0,3,grass,G Muller,wimbledon,3
12017,48,2014,first round,1,5.0,18.0,P Lorenzi,0,3,grass,R Federer,wimbledon,3
12111,49,2014,first round,1,10.0,18.0,M Ebden,0,3,grass,M Raonic,wimbledon,3
12206,50,2014,first round,1,19.0,25.0,PH Herbert,1,3,grass,J Sock,wimbledon,3
12298,51,2014,first round,1,14.0,19.0,JL Struff,0,3,grass,L Kubot,wimbledon,3
12394,52,2014,first round,1,23.0,25.0,G Garcia Lopez,2,3,grass,D Lajovic,wimbledon,3
12486,53,2014,first round,1,10.0,18.0,I Sijsling,0,3,grass,P Kohlschreiber,wimbledon,3
12579,54,2014,first round,1,23.0,24.0,T Ito,1,3,grass,S Bolelli,wimbledon,3
12671,55,2014,first round,1,21.0,24.0,M Ilhan,1,3,grass,D Kudla,wimbledon,3
12764,56,2014,first round,1,15.0,20.0,K de Schepper,0,3,grass,K Nishikori,wimbledon,3
12856,57,2014,first round,1,17.0,27.0,J Duckworth,2,3,grass,R Gasquet,wimbledon,3
12949,58,2014,first round,1,21.0,26.0,S Robert,1,3,grass,N Kyrgios,wimbledon,3
13044,59,2014,first round,1,1.0,5.0,V Estrella Burgos,0,1,grass,J Vesely,wimbledon,3
13135,60,2014,first round,1,15.0,20.0,M Jaziri,0,3,grass,G Monfils,wimbledon,3
13229,61,2014,first round,1,16.0,20.0,I Karlovic,0,3,grass,F Dancevic,wimbledon,3
13323,62,2014,first round,1,12.0,18.0,D Sela,0,3,grass,M Kukushkin,wimbledon,3
13416,63,2014,first round,1,19.0,22.0,B Paire,1,3,grass,L Rosol,wimbledon,3
13510,64,2014,first round,1,15.0,22.0,M Klizan,1,3,grass,R Nadal,wimbledon,3
837,1,2014,second round,2,20.0,25.0,R Stepanek,1,3,grass,N Djokovic,wimbledon,3
1573,2,2014,second round,2,14.0,19.0,R Haase,0,3,grass,G Simon,wimbledon,3
2188,3,2014,second round,2,18.0,25.0,M Youzhny,1,3,grass,J Wang,wimbledon,3
2786,4,2014,second round,2,34.0,37.0,S Querrey,2,3,grass,JW Tsonga,wimbledon,3
