,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
11741,46,1919,first round,1,11.0,18.0,TM McAvity,0,3,grass,Ernest Parton,wimbledon,3
11836,47,1919,first round,1,6.0,18.0,Percy Tabbush,0,3,grass,Harold Aitken,wimbledon,3
11928,48,1919,first round,1,11.0,21.0,DH Mellet,1,3,grass,Watson Washburn,wimbledon,3
12024,49,1919,first round,1,5.0,18.0,Ambrose Dudley,0,3,grass,Walter Crawley,wimbledon,3
12212,51,1919,first round,1,10.0,18.0,Neville Willford,0,3,grass,Louis Graves,wimbledon,3
12305,52,1919,first round,1,22.0,25.0,Bill Swinden,2,3,grass,CBB SmithBingham,wimbledon,3
12400,53,1919,first round,1,3.0,18.0,CW Tabbush,0,3,grass,Royden Dash,wimbledon,3
12492,54,1919,first round,1,13.0,21.0,V Crawshaw,1,3,grass,Henry Martin,wimbledon,3
12585,55,1919,first round,1,8.0,18.0,Ernest Black,0,3,grass,Frank Fisher,wimbledon,3
12677,56,1919,first round,1,1.0,18.0,E Borrett,0,3,grass,Chuck Garland,wimbledon,3
12770,57,1919,first round,1,28.0,29.0,John Cecil Masterman,2,3,grass,Ronald Thomas,wimbledon,3
12862,58,1919,first round,1,4.0,18.0,JB Ward,0,3,grass,Clarence Griffin,wimbledon,3
12955,59,1919,first round,1,4.0,18.0,LD Edwards,0,3,grass,Newton Thompson,wimbledon,3
13050,60,1919,first round,1,10.0,20.0,EG de Seriere,0,3,grass,Ernest Seale,wimbledon,3
13141,61,1919,first round,1,5.0,18.0,JH Harris,0,3,grass,FH Teall,wimbledon,3
13235,62,1919,first round,1,19.0,25.0,Percival Davson,2,3,grass,Willis Davis,wimbledon,3
13329,63,1919,first round,1,14.0,23.0,Ulysses Williams,0,3,grass,George Stoddart,wimbledon,3
216,1,1919,second round,2,9.0,19.0,P Thompson,0,3,grass,H Beningfield,wimbledon,3
1044,2,1919,second round,2,5.0,18.0,N Field,0,3,grass,C Dixon,wimbledon,3
1743,3,1919,second round,2,13.0,21.0,L Raymond,1,3,grass,D Mathey,wimbledon,3
2345,4,1919,second round,2,19.0,23.0,S ODonnell,1,3,grass,JS Brown,wimbledon,3
2909,5,1919,second round,2,17.0,24.0,HL Addison,1,3,grass,H Sharpe,wimbledon,3
3377,6,1919,second round,2,6.0,12.0,GTC Watt,0,2,grass,F Jarvis,wimbledon,3
3835,7,1919,second round,2,17.0,25.0,C TindellGreen,1,3,grass,M Ritchie,wimbledon,3
4284,8,1919,second round,2,13.0,20.0,BE Henty,1,3,grass,J Cannon,wimbledon,3
4707,9,1919,second round,2,8.0,18.0,A Lovibond,0,3,grass,A Gobert,wimbledon,3
5040,10,1919,second round,2,19.0,23.0,M Hick,1,3,grass,F Donisthorpe,wimbledon,3
5369,11,1919,second round,2,12.0,19.0,M Woosnam,0,3,grass,R Heath,wimbledon,3
5695,12,1919,second round,2,2.0,18.0,G Birtles,0,3,grass,B Norton,wimbledon,3
6020,13,1919,second round,2,24.0,32.0,A Lowe,2,3,grass,T Mavrogordato,wimbledon,3
6341,14,1919,second round,2,12.0,20.0,HR Barrett,0,3,grass,G Patterson,wimbledon,3
6662,15,1919,second round,2,15.0,21.0,AW Asthalter,0,3,grass,EG Bisseker,wimbledon,3
6983,16,1919,second round,2,26.0,28.0,F Riseley,2,3,grass,S Doust,wimbledon,3
7288,17,1919,second round,2,8.0,18.0,VS Erskine Lindop,0,3,grass,A Hunter,wimbledon,3
7494,18,1919,second round,2,4.0,18.0,N Turnbull,0,3,grass,A Kingscote,wimbledon,3
7696,19,1919,second round,2,24.0,31.0,L Crawford,2,3,grass,M Decugis,wimbledon,3
7902,20,1919,second round,2,9.0,18.0,R James,0,3,grass,CS Grace,wimbledon,3
8110,21,1919,second round,2,7.0,18.0,S Owen,0,3,grass,G Dodd,wimbledon,3
8312,22,1919,second round,2,3.0,18.0,R Walker,0,3,grass,P OHara Wood,wimbledon,3
8513,23,1919,second round,2,20.0,23.0,A Zorab,1,3,grass,E Parton,wimbledon,3
8712,24,1919,second round,2,18.0,26.0,H Aitken,1,3,grass,W Washburn,wimbledon,3
8915,25,1919,second round,2,7.0,18.0,G Cartwright,0,3,grass,W Crawley,wimbledon,3
9119,26,1919,second round,2,8.0,18.0,CBB SmithBingham,0,3,grass,L Graves,wimbledon,3
9319,27,1919,second round,2,8.0,18.0,H Martin,0,3,grass,R Dash,wimbledon,3
9721,29,1919,second round,2,27.0,27.0,C Griffin,2,3,grass,R Thomas,wimbledon,3
9924,30,1919,second round,2,8.0,19.0,E Seale,0,3,grass,N Thompson,wimbledon,3
10121,31,1919,second round,2,11.0,23.0,FH Teall,1,3,grass,W Davis,wimbledon,3
10318,32,1919,second round,2,9.0,22.0,BV Stacy,1,3,grass,G Stoddart,wimbledon,3
218,1,1919,third round,3,7.0,18.0,D Beningfield,0,3,grass,C Dixon,wimbledon,3
1046,2,1919,third round,3,8.0,19.0,JS Brown,0,3,grass,D Mathey,wimbledon,3
1744,3,1919,third round,3,9.0,18.0,H Sharpe,0,3,grass,F Jarvis,wimbledon,3
2346,4,1919,third round,3,7.0,18.0,J Cannon,0,3,grass,M Ritchie,wimbledon,3
2910,5,1919,third round,3,16.0,28.0,F Donisthorpe,1,3,grass,A Gobert,wimbledon,3
3378,6,1919,third round,3,20.0,26.0,B Norton,2,3,grass,R Heath,wimbledon,3
3836,7,1919,third round,3,8.0,19.0,T Mavrogordato,0,3,grass,G Patterson,wimbledon,3
4285,8,1919,third round,3,10.0,19.0,EG Bisseker,0,3,grass,S Doust,wimbledon,3
4708,9,1919,third round,3,5.0,18.0,A Hunter,0,3,grass,A Kingscote,wimbledon,3
5041,10,1919,third round,3,4.0,18.0,CS Grace,0,3,grass,M Decugis,wimbledon,3
5370,11,1919,third round,3,18.0,25.0,G Dodd,1,3,grass,P OHara Wood,wimbledon,3
5696,12,1919,third round,3,19.0,25.0,E Parton,1,3,grass,W Washburn,wimbledon,3
6021,13,1919,third round,3,12.0,22.0,W Crawley,0,3,grass,L Graves,wimbledon,3
6342,14,1919,third round,3,5.0,18.0,R Dash,0,3,grass,C Garland,wimbledon,3
6663,15,1919,third round,3,10.0,20.0,N Thompson,0,3,grass,R Thomas,wimbledon,3
6984,16,1919,third round,3,8.0,18.0,G Stoddart,0,3,grass,W Davis,wimbledon,3
214,1,1919,fourth round,4,19.0,24.0,D Mathey,1,3,grass,C Dixon,wimbledon,3
1042,2,1919,fourth round,4,13.0,22.0,F Jarvis,1,3,grass,M Ritchie,wimbledon,3
1741,3,1919,fourth round,4,15.0,21.0,R Heath,1,3,grass,A Gobert,wimbledon,3
2343,4,1919,fourth round,4,4.0,18.0,S Doust,0,3,grass,G Patterson,wimbledon,3
2908,5,1919,fourth round,4,26.0,30.0,M Decugis,2,3,grass,A Kingscote,wimbledon,3
3376,6,1919,fourth round,4,30.0,34.0,W Washburn,2,3,grass,P OHara Wood,wimbledon,3
3834,7,1919,fourth round,4,14.0,23.0,L Graves,1,3,grass,C Garland,wimbledon,3
4283,8,1919,fourth round,4,18.0,22.0,W Davis,1,3,grass,R Thomas,wimbledon,3
215,1,1919,quarterfinals,5,16.0,22.0,Charles Dixon,1,3,grass,Major Ritchie,wimbledon,3
1043,2,1919,quarterfinals,5,13.0,22.0,Andre Gobert,0,3,grass,Gerald Patterson,wimbledon,3
1742,3,1919,quarterfinals,5,23.0,22.0,Pat OHara Wood,2,3,grass,Algernon Kingscote,wimbledon,3
2344,4,1919,quarterfinals,5,5.0,18.0,Ronald Thomas,0,3,grass,Chuck Garland,wimbledon,3
217,1,1919,semifinals,6,15.0,20.0,Major Ritchie,1,3,grass,Gerald Patterson,wimbledon,3
1045,2,1919,semifinals,6,22.0,25.0,Chuck Garland,2,3,grass,Algernon Kingscote,wimbledon,3
212,1,1919,final,7,6.0,18.0,Algernon Kingscote,0,3,grass,Gerald Patterson,wimbledon,3
220,1,1920,first round,1,3.0,18.0,GTC Watt,0,3,grass,Theodore Mavrogordato,wimbledon,3
1047,2,1920,first round,1,9.0,18.0,Maurice Day,0,3,grass,Frank Fisher,wimbledon,3
1745,3,1920,first round,1,15.0,23.0,TA Fuller,0,3,grass,Charles Dixon,wimbledon,3
2347,4,1920,first round,1,5.0,18.0,Brame Hillyard,0,3,grass,Percival Davson,wimbledon,3
2911,5,1920,first round,1,15.0,22.0,Ernest Parton,1,3,grass,Alfred Hunter,wimbledon,3
3379,6,1920,first round,1,11.0,18.0,Walter Crawley,0,3,grass,Arthur Macpherson,wimbledon,3
3837,7,1920,first round,1,9.0,19.0,JCF Simpson,0,3,grass,Brian Norton,wimbledon,3
4286,8,1920,first round,1,9.0,18.0,IS White,0,3,grass,RH Hotham,wimbledon,3
4709,9,1920,first round,1,6.0,18.0,Monty Temple,0,3,grass,Erik Tegner,wimbledon,3
5042,10,1920,first round,1,9.0,18.0,JA Frost,0,3,grass,Axel Gravem,wimbledon,3
5371,11,1920,first round,1,6.0,18.0,N Field,0,3,grass,R Norris Williams,wimbledon,3
6022,13,1920,first round,1,13.0,21.0,Gerald Sherwell,0,3,grass,Arthur Gore,wimbledon,3
6343,14,1920,first round,1,16.0,24.0,JT Baines,1,3,grass,Jacques Brugnon,wimbledon,3
6664,15,1920,first round,1,10.0,18.0,BE Henty,0,3,grass,Louis Raymond,wimbledon,3
6985,16,1920,first round,1,6.0,18.0,LF Davin,0,3,grass,William Laurentz,wimbledon,3
7289,17,1920,first round,1,26.0,25.0,Vincent Burr,2,3,grass,Wei Wing Lock,wimbledon,3
7495,18,1920,first round,1,8.0,18.0,Andre Roche,0,3,grass,CL Philcox,wimbledon,3
7697,19,1920,first round,1,13.0,23.0,Beverley Covell,1,3,grass,Sune Malmstrom,wimbledon,3
7903,20,1920,first round,1,10.0,18.0,Leonard Lyle,0,3,grass,Augustos Zerlendis,wimbledon,3
8313,22,1920,first round,1,8.0,19.0,Percy Portlock,0,3,grass,Andre Gobert,wimbledon,3
8713,24,1920,first round,1,6.0,18.0,Arthur Belgrave,0,3,grass,Zenzo Shimizu,wimbledon,3
8916,25,1920,first round,1,9.0,18.0,Neville Deed,0,3,grass,Percy Pinckney,wimbledon,3
9320,27,1920,first round,1,15.0,21.0,PM Dixon,1,3,grass,Henry Mayes,wimbledon,3
9523,28,1920,first round,1,18.0,25.0,JB Ward,2,3,grass,Robert Walker,wimbledon,3
9722,29,1920,first round,1,10.0,19.0,HJ Gilbert,1,3,grass,Roderick McNair,wimbledon,3
9925,30,1920,first round,1,8.0,18.0,Bill Swinden,0,3,grass,Neville Willford,wimbledon,3
10319,32,1920,first round,1,13.0,21.0,Geoffrey Youll,1,3,grass,JG Hogan,wimbledon,3
10510,33,1920,first round,1,5.0,18.0,T Moss,0,3,grass,Samuel Hardy,wimbledon,3
10606,34,1920,first round,1,3.0,18.0,Richard Turnbull,0,3,grass,Stanley Doust,wimbledon,3
10702,35,1920,first round,1,6.0,18.0,Clark Hopkins,0,3,grass,Randolph Lycett,wimbledon,3
10798,36,1920,first round,1,14.0,20.0,Alfred Ingram,1,3,grass,George Thomas,wimbledon,3
10892,37,1920,first round,1,8.0,18.0,SF Thol,0,3,grass,Alfred Beamish,wimbledon,3
10989,38,1920,first round,1,21.0,25.0,Luis de Olivares,2,3,grass,Humphrey Milford,wimbledon,3
11086,39,1920,first round,1,17.0,23.0,Alain Gerbault,1,3,grass,Paul de Borman,wimbledon,3
11179,40,1920,first round,1,9.0,19.0,Hew Stoker,0,3,grass,Major Ritchie,wimbledon,3
11275,41,1920,first round,1,7.0,19.0,L Robinson,0,3,grass,Fred Inman,wimbledon,3
11461,43,1920,first round,1,12.0,20.0,Arthur Lovibond,0,3,grass,Arthur Lowe,wimbledon,3
11647,45,1920,first round,1,9.0,18.0,Donald Kingdon,0,3,grass,James Cecil Parke,wimbledon,3
11742,46,1920,first round,1,8.0,18.0,John Flavelle,0,3,grass,Bill Johnston,wimbledon,3
11929,48,1920,first round,1,6.0,18.0,HR Fussell,0,3,grass,Bill Tilden,wimbledon,3
12025,49,1920,first round,1,16.0,22.0,CW Murray,0,3,grass,Ambrose Dudley,wimbledon,3
12118,50,1920,first round,1,1.0,18.0,Yasin Mohamed,0,3,grass,Cecil Blackbeard,wimbledon,3
12213,51,1920,first round,1,8.0,18.0,B WoodHill,0,3,grass,George Stoddart,wimbledon,3
12306,52,1920,first round,1,6.0,18.0,EA Niles,0,3,grass,George Dodd,wimbledon,3
12401,53,1920,first round,1,7.0,18.0,CarlErik von Braun,0,3,grass,Nicolae Misu,wimbledon,3
12493,54,1920,first round,1,24.0,27.0,A Wallis Myers,2,3,grass,Gerard Scheurleer,wimbledon,3
12586,55,1920,first round,1,8.0,18.0,CS Grace,0,3,grass,Frank Jarvis,wimbledon,3
12678,56,1920,first round,1,24.0,29.0,Mark Hick,2,3,grass,JM Bell,wimbledon,3
12863,58,1920,first round,1,22.0,24.0,Ulysses Williams,2,3,grass,John Cecil Masterman,wimbledon,3
12956,59,1920,first round,1,6.0,18.0,EB Milner,0,3,grass,Charles Winslow,wimbledon,3
13051,60,1920,first round,1,19.0,25.0,Noel Turnbull,1,3,grass,Chuck Garland,wimbledon,3
13142,61,1920,first round,1,20.0,26.0,RS Barnes,0,3,grass,Alex Drew,wimbledon,3
13236,62,1920,first round,1,4.0,18.0,AW Davson,0,3,grass,Max Decugis,wimbledon,3
13422,64,1920,first round,1,3.0,18.0,PE Harrison,0,3,grass,Leslie Godfree,wimbledon,3
223,1,1920,second round,2,9.0,18.0,F Fisher,0,3,grass,T Mavrogordato,wimbledon,3
1050,2,1920,second round,2,12.0,23.0,C Dixon,1,3,grass,P Davson,wimbledon,3
1748,3,1920,second round,2,11.0,19.0,A Hunter,0,3,grass,A Macpherson,wimbledon,3
2350,4,1920,second round,2,15.0,25.0,RH Hotham,0,3,grass,B Norton,wimbledon,3
2913,5,1920,second round,2,25.0,26.0,E Tegner,2,3,grass,A Gravem,wimbledon,3
3381,6,1920,second round,2,5.0,18.0,G Boustead,0,3,grass,RN Williams,wimbledon,3
3839,7,1920,second round,2,21.0,20.0,A Gore,2,3,grass,J Brugnon,wimbledon,3
4288,8,1920,second round,2,16.0,22.0,L Raymond,1,3,grass,W Laurentz,wimbledon,3
4710,9,1920,second round,2,24.0,25.0,WL Wei,2,3,grass,CL Philcox,wimbledon,3
5043,10,1920,second round,2,8.0,18.0,S Malmstrom,0,3,grass,A Zerlendis,wimbledon,3
5372,11,1920,second round,2,6.0,18.0,S Owen,0,3,grass,A Gobert,wimbledon,3
5697,12,1920,second round,2,14.0,24.0,G Lowe,1,3,grass,Z Shimizu,wimbledon,3
6023,13,1920,second round,2,4.0,18.0,M Blythman,0,3,grass,P Pinckney,wimbledon,3
6344,14,1920,second round,2,13.0,22.0,R Walker,1,3,grass,H Mayes,wimbledon,3
6665,15,1920,second round,2,18.0,18.0,R McNair,1,3,grass,N Willford,wimbledon,3
6986,16,1920,second round,2,3.0,3.0,JG Hogan,0,0,grass,MRL White,wimbledon,3
7290,17,1920,second round,2,20.0,18.0,S Doust,2,2,grass,S Hardy,wimbledon,3
7496,18,1920,second round,2,16.0,22.0,G Thomas,1,3,grass,R Lycett,wimbledon,3
7698,19,1920,second round,2,3.0,18.0,H Milford,0,3,grass,A Beamish,wimbledon,3
7904,20,1920,second round,2,7.0,18.0,P de Borman,0,3,grass,M Ritchie,wimbledon,3
8111,21,1920,second round,2,2.0,18.0,F Inman,0,3,grass,A Kingscote,wimbledon,3
8314,22,1920,second round,2,5.0,18.0,E Morris Hall,0,3,grass,A Lowe,wimbledon,3
8514,23,1920,second round,2,19.0,23.0,W Johnston,1,3,grass,JC Parke,wimbledon,3
8714,24,1920,second round,2,2.0,18.0,S Franklin,0,3,grass,W Tilden,wimbledon,3
8917,25,1920,second round,2,22.0,24.0,A Dudley,2,3,grass,C Blackbeard,wimbledon,3
9120,26,1920,second round,2,8.0,20.0,G Stoddart,0,3,grass,G Dodd,wimbledon,3
9321,27,1920,second round,2,18.0,23.0,N Misu,1,3,grass,G Scheurleer,wimbledon,3
9524,28,1920,second round,2,23.0,26.0,JM Bell,2,3,grass,F Jarvis,wimbledon,3
9723,29,1920,second round,2,11.0,23.0,E Lamb,1,3,grass,JC Masterman,wimbledon,3
9926,30,1920,second round,2,8.0,18.0,C Winslow,0,3,grass,C Garland,wimbledon,3
10122,31,1920,second round,2,21.0,27.0,M Decugis,1,3,grass,A Drew,wimbledon,3
10320,32,1920,second round,2,22.0,27.0,L Godfree,2,3,grass,J Hillyard,wimbledon,3
225,1,1920,third round,3,19.0,23.0,P Davson,1,3,grass,T Mavrogordato,wimbledon,3
1052,2,1920,third round,3,14.0,22.0,A Macpherson,1,3,grass,B Norton,wimbledon,3
1749,3,1920,third round,3,6.0,19.0,A Gravem,0,3,grass,RN Williams,wimbledon,3
2351,4,1920,third round,3,15.0,21.0,W Laurentz,1,3,grass,J Brugnon,wimbledon,3
2914,5,1920,third round,3,14.0,20.0,CL Philcox,1,3,grass,A Zerlendis,wimbledon,3
3382,6,1920,third round,3,28.0,28.0,A Gobert,2,3,grass,Z Shimizu,wimbledon,3
3840,7,1920,third round,3,15.0,24.0,P Pinckney,1,3,grass,H Mayes,wimbledon,3
4289,8,1920,third round,3,11.0,19.0,JG Hogan,1,3,grass,N Willford,wimbledon,3
4711,9,1920,third round,3,16.0,23.0,S Doust,1,3,grass,R Lycett,wimbledon,3
5044,10,1920,third round,3,17.0,21.0,M Ritchie,1,3,grass,A Beamish,wimbledon,3
5373,11,1920,third round,3,10.0,20.0,A Lowe,0,3,grass,A Kingscote,wimbledon,3
5698,12,1920,third round,3,9.0,18.0,JC Parke,0,3,grass,W Tilden,wimbledon,3
6024,13,1920,third round,3,17.0,24.0,G Dodd,1,3,grass,C Blackbeard,wimbledon,3
6345,14,1920,third round,3,7.0,18.0,G Scheurleer,0,3,grass,F Jarvis,wimbledon,3
6666,15,1920,third round,3,7.0,18.0,JC Masterman,0,3,grass,C Garland,wimbledon,3
6987,16,1920,third round,3,12.0,22.0,J Hillyard,1,3,grass,A Drew,wimbledon,3
221,1,1920,fourth round,4,12.0,21.0,B Norton,0,3,grass,T Mavrogordato,wimbledon,3
1048,2,1920,fourth round,4,4.0,18.0,J Brugnon,0,3,grass,RN Williams,wimbledon,3
1746,3,1920,fourth round,4,10.0,18.0,A Zerlendis,0,3,grass,Z Shimizu,wimbledon,3
2348,4,1920,fourth round,4,12.0,21.0,H Mayes,0,3,grass,N Willford,wimbledon,3
2912,5,1920,fourth round,4,8.0,22.0,A Beamish,1,3,grass,R Lycett,wimbledon,3
3380,6,1920,fourth round,4,24.0,28.0,A Kingscote,2,3,grass,W Tilden,wimbledon,3
3838,7,1920,fourth round,4,7.0,18.0,F Jarvis,0,3,grass,C Blackbeard,wimbledon,3
4287,8,1920,fourth round,4,7.0,18.0,A Drew,0,3,grass,C Garland,wimbledon,3
222,1,1920,quarterfinals,5,21.0,26.0,R Norris Williams,1,3,grass,Theodore Mavrogordato,wimbledon,3
1049,2,1920,quarterfinals,5,3.0,18.0,Neville Willford,0,3,grass,Zenzo Shimizu,wimbledon,3
1747,3,1920,quarterfinals,5,20.0,24.0,Randolph Lycett,1,3,grass,Bill Tilden,wimbledon,3
2349,4,1920,quarterfinals,5,11.0,22.0,Cecil Blackbeard,1,3,grass,Chuck Garland,wimbledon,3
224,1,1920,semifinals,6,12.0,21.0,Theodore Mavrogordato,1,3,grass,Zenzo Shimizu,wimbledon,3
1051,2,1920,semifinals,6,12.0,20.0,Chuck Garland,0,3,grass,Bill Tilden,wimbledon,3
219,1,1920,final,7,19.0,25.0,Zenzo Shimizu,0,3,grass,Bill Tilden,wimbledon,3
227,1,1921,first round,1,13.0,21.0,Brian Gilbert,1,3,grass,Herbert Roper Barrett,wimbledon,3
1053,2,1921,first round,1,19.0,24.0,ME NigelJones,1,3,grass,Francis Stowe,wimbledon,3
1750,3,1921,first round,1,8.0,18.0,George Golding,0,3,grass,Scotter Owen,wimbledon,3
2915,5,1921,first round,1,2.0,18.0,RH Hotham,0,3,grass,Zenzo Shimizu,wimbledon,3
3841,7,1921,first round,1,17.0,23.0,CS Grace,0,3,grass,Charles Roupell,wimbledon,3
4290,8,1921,first round,1,9.0,19.0,Roderick McNair,0,3,grass,Noel Turnbull,wimbledon,3
4712,9,1921,first round,1,7.0,18.0,Cotah Ramaswami,0,3,grass,Alfred Beamish,wimbledon,3
5374,11,1921,first round,1,7.0,18.0,FH Teall,0,3,grass,Charles Scroope,wimbledon,3
5699,12,1921,first round,1,6.0,18.0,CarlErik von Braun,0,3,grass,Major Ritchie,wimbledon,3
6025,13,1921,first round,1,21.0,24.0,PM Dixon,2,3,grass,Ulysses Williams,wimbledon,3
6667,15,1921,first round,1,5.0,18.0,G Towle,0,3,grass,Arthur Belgrave,wimbledon,3
6988,16,1921,first round,1,6.0,18.0,LE Gaunt,0,3,grass,Randolph Lycett,wimbledon,3
7291,17,1921,first round,1,5.0,18.0,Herbert Pervin,0,3,grass,Gerald Sherwell,wimbledon,3
7497,18,1921,first round,1,2.0,10.0,Percy Pinckney,0,2,grass,Monty Temple,wimbledon,3
7699,19,1921,first round,1,17.0,25.0,WL Hollick,1,3,grass,William Radcliffe,wimbledon,3
7905,20,1921,first round,1,20.0,24.0,HS Job,1,3,grass,George Birtles,wimbledon,3
8112,21,1921,first round,1,18.0,21.0,LM Andrews,1,3,grass,Hew Stoker,wimbledon,3
8315,22,1921,first round,1,8.0,18.0,Ernest Parton,0,3,grass,A Wallis Myers,wimbledon,3
8515,23,1921,first round,1,6.0,18.0,HL Askham,0,3,grass,Manuel Alonso,wimbledon,3
8715,24,1921,first round,1,11.0,19.0,Thomas Nicholson,0,3,grass,LF Davin,wimbledon,3
8918,25,1921,first round,1,13.0,21.0,T Moss,0,3,grass,Arthur Lovibond,wimbledon,3
9121,26,1921,first round,1,15.0,22.0,St John Evers,0,3,grass,S Watts,wimbledon,3
9322,27,1921,first round,1,6.0,18.0,Neville Deed,0,3,grass,Theodore Mavrogordato,wimbledon,3
9525,28,1921,first round,1,3.0,18.0,E Morris Hall,0,3,grass,AW Davson,wimbledon,3
9724,29,1921,first round,1,8.0,19.0,Frank Fisher,0,3,grass,Algernon Kingscote,wimbledon,3
9927,30,1921,first round,1,8.0,18.0,GLA Brian,0,3,grass,Charles Dixon,wimbledon,3
10321,32,1921,first round,1,4.0,18.0,CS GordonSmith,0,3,grass,Hassan Ali Fyzee,wimbledon,3
10511,33,1921,first round,1,8.0,18.0,GDH Alston,0,3,grass,Max Woosnam,wimbledon,3
10607,34,1921,first round,1,13.0,23.0,HP Greenwood,1,3,grass,Alex Drew,wimbledon,3
10703,35,1921,first round,1,8.0,19.0,Brame Hillyard,0,3,grass,Cecil Campbell,wimbledon,3
10799,36,1921,first round,1,22.0,26.0,AtharAli Fyzee,1,3,grass,Alain Gerbault,wimbledon,3
10893,37,1921,first round,1,24.0,27.0,Axel Gravem,2,3,grass,Arthur DiemerKool,wimbledon,3
10990,38,1921,first round,1,25.0,25.0,Rene de Grenus,2,3,grass,DH Kleinman,wimbledon,3
11180,40,1921,first round,1,19.0,26.0,Harold Aitken,2,3,grass,Frank Donisthorpe,wimbledon,3
11276,41,1921,first round,1,8.0,18.0,Cyril Eltringham,0,3,grass,Leslie Godfree,wimbledon,3
11371,42,1921,first round,1,13.0,21.0,JA Frost,1,3,grass,Percival Davson,wimbledon,3
11462,43,1921,first round,1,9.0,18.0,JL Holt,0,3,grass,Ben Haughton,wimbledon,3
11554,44,1921,first round,1,5.0,18.0,Jack Hillyard,0,3,grass,Frank Hunter,wimbledon,3
11648,45,1921,first round,1,3.0,18.0,JCF Simpson,0,3,grass,Mohammed Sleem,wimbledon,3
11743,46,1921,first round,1,6.0,18.0,AK Davis,0,3,grass,George Cartwright,wimbledon,3
11837,47,1921,first round,1,16.0,20.0,Mark Hick,1,3,grass,Douglas Watson,wimbledon,3
11930,48,1921,first round,1,18.0,25.0,Denis Browne,1,3,grass,U Kramet,wimbledon,3
12026,49,1921,first round,1,15.0,21.0,Frederick de Saram,1,3,grass,Ernest Black,wimbledon,3
12119,50,1921,first round,1,10.0,18.0,Lewis Deane,0,3,grass,Patrick Wheatley,wimbledon,3
12214,51,1921,first round,1,10.0,18.0,Joe Nathan,0,3,grass,Basil Harrison,wimbledon,3
12307,52,1921,first round,1,22.0,28.0,John Cecil Masterman,1,3,grass,Brian Norton,wimbledon,3
12402,53,1921,first round,1,14.0,22.0,Leonard Lyle,1,3,grass,Arthur Lowe,wimbledon,3
12494,54,1921,first round,1,8.0,19.0,Francis de Weck,0,3,grass,Paul de Borman,wimbledon,3
12587,55,1921,first round,1,7.0,18.0,Arthur Gore,0,3,grass,Sydney Jacob,wimbledon,3
12679,56,1921,first round,1,21.0,25.0,HumphreyMilford,1,3,grass,George Thomas,wimbledon,3
12771,57,1921,first round,1,6.0,18.0,EJ Bunbury,0,3,grass,Christiaan van Lennep,wimbledon,3
12864,58,1921,first round,1,12.0,22.0,Arnold Jones,1,3,grass,Alfred Ingram,wimbledon,3
12957,59,1921,first round,1,2.0,18.0,JW OFarrell,0,3,grass,OC Johnson,wimbledon,3
13052,60,1921,first round,1,9.0,19.0,Robert Walker,1,3,grass,Thomas Bevan,wimbledon,3
13143,61,1921,first round,1,8.0,18.0,George Boustead,0,3,grass,EG Bisseker,wimbledon,3
13237,62,1921,first round,1,5.0,18.0,FP Down,0,3,grass,Henry Mayes,wimbledon,3
13330,63,1921,first round,1,21.0,27.0,RS Barnes,2,3,grass,Frank Jarvis,wimbledon,3
13423,64,1921,first round,1,14.0,21.0,JT Baines,0,3,grass,Royden Dash,wimbledon,3
230,1,1921,second round,2,9.0,18.0,F Stowe,0,3,grass,HR Barrett,wimbledon,3
1056,2,1921,second round,2,8.0,18.0,GTC Watt,0,3,grass,S Owen,wimbledon,3
1753,3,1921,second round,2,2.0,18.0,A de Bousies,0,3,grass,Z Shimizu,wimbledon,3
2354,4,1921,second round,2,6.0,18.0,C Roupell,0,3,grass,N Turnbull,wimbledon,3
3384,6,1921,second round,2,9.0,20.0,C Scroope,0,3,grass,M Ritchie,wimbledon,3
4291,8,1921,second round,2,9.0,18.0,A Belgrave,0,3,grass,R Lycett,wimbledon,3
4713,9,1921,second round,2,25.0,26.0,M Temple,2,3,grass,G Sherwell,wimbledon,3
5045,10,1921,second round,2,18.0,23.0,W Radcliffe,2,3,grass,G Birtles,wimbledon,3
5375,11,1921,second round,2,17.0,21.0,AW Myers,1,3,grass,H Stoker,wimbledon,3
5700,12,1921,second round,2,5.0,18.0,LF Davin,0,3,grass,M Alonso,wimbledon,3
6026,13,1921,second round,2,4.0,18.0,S Watts,0,3,grass,A Lovibond,wimbledon,3
6346,14,1921,second round,2,6.0,19.0,AW Davson,0,3,grass,T Mavrogordato,wimbledon,3
6668,15,1921,second round,2,1.0,18.0,C Dixon,0,3,grass,A Kingscote,wimbledon,3
6989,16,1921,second round,2,14.0,20.0,HA Fyzee,1,3,grass,G Lowe,wimbledon,3
7292,17,1921,second round,2,23.0,25.0,A Drew,2,3,grass,M Woosnam,wimbledon,3
7498,18,1921,second round,2,7.0,18.0,A Gerbault,0,3,grass,C Campbell,wimbledon,3
7700,19,1921,second round,2,10.0,20.0,DH Kleinman,0,3,grass,A DiemerKool,wimbledon,3
7906,20,1921,second round,2,7.0,22.0,F Donisthorpe,1,3,grass,A Gobert,wimbledon,3
8113,21,1921,second round,2,8.0,21.0,L Godfree,0,3,grass,P Davson,wimbledon,3
8316,22,1921,second round,2,22.0,26.0,B Haughton,2,3,grass,F Hunter,wimbledon,3
