,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
9984,43,1968,first round,1,5.0,18.0,P Burwash,0,3,grass,R Lutz,usopen,4
10053,44,1968,first round,1,10.0,22.0,A Gimeno,1,3,grass,R Moore,usopen,4
10122,45,1968,first round,1,20.0,27.0,P Sullivan,1,3,grass,M Lara,usopen,4
10192,46,1968,first round,1,16.0,24.0,R Perry,1,3,grass,D Stockton,usopen,4
10261,47,1968,first round,1,16.0,22.0,E van Dillen,1,3,grass,A Palafox,usopen,4
10329,48,1968,first round,1,10.0,18.0,J Parker,0,3,grass,K Rosewall,usopen,4
467,1,1968,second round,2,26.0,28.0,T Koch,2,3,grass,R Laver,usopen,4
1195,2,1968,second round,2,8.0,18.0,I Crookenden,0,3,grass,P Segura,usopen,4
1785,3,1968,second round,2,17.0,26.0,L Ayala,1,3,grass,C Drysdale,usopen,4
2322,4,1968,second round,2,13.0,21.0,L Gerrard,0,3,grass,A Stone,usopen,4
2776,5,1968,second round,2,7.0,18.0,F Parker,0,3,grass,A Ashe,usopen,4
3177,6,1968,second round,2,21.0,24.0,H Rahim,2,3,grass,P Hutchins,usopen,4
3571,7,1968,second round,2,11.0,22.0,S Giammalva Sr,0,3,grass,R Emerson,usopen,4
3969,8,1968,second round,2,16.0,21.0,N Weld,1,3,grass,J Borowiak,usopen,4
4309,9,1968,second round,2,10.0,18.0,R Krishnan,0,3,grass,J Newcombe,usopen,4
4596,10,1968,second round,2,10.0,18.0,EV Seixas,0,3,grass,C McKinley,usopen,4
4887,11,1968,second round,2,13.0,21.0,M Riessen,1,3,grass,T Ulrich,usopen,4
5176,12,1968,second round,2,15.0,21.0,J Fillol Sr,1,3,grass,R McKinley,usopen,4
5466,13,1968,second round,2,17.0,26.0,J McManus,0,3,grass,C Graebner,usopen,4
5751,14,1968,second round,2,12.0,19.0,T Mozur,0,3,grass,R Taylor,usopen,4
6031,15,1968,second round,2,32.0,40.0,D OBryant,2,3,grass,P Gerken,usopen,4
6311,16,1968,second round,2,8.0,18.0,P Cornejo,0,3,grass,E Scott,usopen,4
6544,17,1968,second round,2,7.0,18.0,D Dell,0,3,grass,N Pilic,usopen,4
6725,18,1968,second round,2,10.0,21.0,T Edlefsen,0,3,grass,C Pasarell,usopen,4
6905,19,1968,second round,2,21.0,26.0,J Sharpe,2,3,grass,J LoyoMayo,usopen,4
7083,20,1968,second round,2,6.0,18.0,R Russell,0,3,grass,D Ralston,usopen,4
7262,21,1968,second round,2,23.0,29.0,J Osborne,0,3,grass,R Holmberg,usopen,4
7438,22,1968,second round,2,29.0,29.0,R Moore,2,3,grass,R Lutz,usopen,4
7615,23,1968,second round,2,18.0,22.0,D Stockton,1,3,grass,M Lara,usopen,4
7790,24,1968,second round,2,1.0,18.0,A Palafox,0,3,grass,K Rosewall,usopen,4
7965,25,1968,second round,2,31.0,32.0,I Buding,2,3,grass,J Brown,usopen,4
8136,26,1968,second round,2,25.0,30.0,F Stolle,2,3,grass,P Curtis,usopen,4
8305,27,1968,second round,2,21.0,29.0,P Fishbach,0,3,grass,P Barthes,usopen,4
8467,28,1968,second round,2,5.0,18.0,L Schloss,0,3,grass,T Okker,usopen,4
8629,29,1968,second round,2,4.0,18.0,P Guzman,0,3,grass,M Anderson,usopen,4
8796,30,1968,second round,2,6.0,18.0,C Stubs,0,3,grass,RP Gonzales,usopen,4
9129,32,1968,second round,2,28.0,28.0,S Smith,2,3,grass,T Roche,usopen,4
469,1,1968,third round,3,4.0,18.0,P Segura,0,3,grass,R Laver,usopen,4
1197,2,1968,third round,3,6.0,18.0,A Stone,0,3,grass,C Drysdale,usopen,4
1786,3,1968,third round,3,8.0,18.0,P Hutchins,0,3,grass,A Ashe,usopen,4
2323,4,1968,third round,3,7.0,18.0,J Borowiak,0,3,grass,R Emerson,usopen,4
2777,5,1968,third round,3,7.0,18.0,C McKinley,0,3,grass,J Newcombe,usopen,4
3178,6,1968,third round,3,10.0,18.0,R McKinley,0,3,grass,T Ulrich,usopen,4
3572,7,1968,third round,3,11.0,18.0,R Taylor,0,3,grass,C Graebner,usopen,4
3970,8,1968,third round,3,12.0,20.0,P Gerken,0,3,grass,E Scott,usopen,4
4310,9,1968,third round,3,21.0,25.0,C Pasarell,1,3,grass,N Pilic,usopen,4
4597,10,1968,third round,3,25.0,31.0,J LoyoMayo,2,3,grass,D Ralston,usopen,4
4888,11,1968,third round,3,18.0,24.0,R Lutz,0,3,grass,R Holmberg,usopen,4
5177,12,1968,third round,3,5.0,18.0,M Lara,0,3,grass,K Rosewall,usopen,4
5467,13,1968,third round,3,23.0,27.0,J Brown,2,3,grass,P Curtis,usopen,4
5752,14,1968,third round,3,18.0,26.0,P Barthes,0,3,grass,T Okker,usopen,4
6032,15,1968,third round,3,12.0,18.0,M Anderson,0,3,grass,RP Gonzales,usopen,4
6312,16,1968,third round,3,12.0,20.0,A Olmedo,0,3,grass,T Roche,usopen,4
465,1,1968,fourth round,4,18.0,25.0,R Laver,2,3,grass,C Drysdale,usopen,4
1193,2,1968,fourth round,4,13.0,21.0,R Emerson,0,3,grass,A Ashe,usopen,4
1783,3,1968,fourth round,4,29.0,31.0,T Ulrich,2,3,grass,J Newcombe,usopen,4
2320,4,1968,fourth round,4,8.0,19.0,E Scott,0,3,grass,C Graebner,usopen,4
2775,5,1968,fourth round,4,29.0,32.0,N Pilic,2,3,grass,D Ralston,usopen,4
3176,6,1968,fourth round,4,18.0,22.0,R Holmberg,1,3,grass,K Rosewall,usopen,4
3570,7,1968,fourth round,4,17.0,22.0,P Curtis,1,3,grass,T Okker,usopen,4
3968,8,1968,fourth round,4,12.0,20.0,T Roche,0,3,grass,RP Gonzales,usopen,4
466,1,1968,quarterfinals,5,24.0,29.0,Cliff Drysdale,1,3,grass,Arthur Ashe,usopen,4
1194,2,1968,quarterfinals,5,21.0,28.0,John Newcombe,1,3,grass,Clark Graebner,usopen,4
1784,3,1968,quarterfinals,5,7.0,18.0,Dennis Ralston,0,3,grass,Ken Rosewall,usopen,4
2321,4,1968,quarterfinals,5,30.0,36.0,Pancho Gonzales,1,3,grass,Tom Okker,usopen,4
468,1,1968,semifinals,6,19.0,25.0,Clark Graebner,1,3,grass,Arthur Ashe,usopen,4
1196,2,1968,semifinals,6,19.0,26.0,Ken Rosewall,1,3,grass,Tom Okker,usopen,4
464,1,1968,final,7,31.0,34.0,Tom Okker,2,3,grass,Arthur Ashe,usopen,4
471,1,1969,first round,1,8.0,18.0,LA Garcia,0,3,grass,R Laver,usopen,4
1198,2,1969,first round,1,9.0,18.0,J Hammill,0,3,grass,J PintoBravo,usopen,4
1787,3,1969,first round,1,12.0,22.0,E van Dillen,0,3,grass,E Scott,usopen,4
2324,4,1969,first round,1,15.0,20.0,B MacKay,1,3,grass,J Fillol Sr,usopen,4
2778,5,1969,first round,1,16.0,23.0,KA Carpenter,0,3,grass,D Ralston,usopen,4
3179,6,1969,first round,1,15.0,23.0,G Taylor,0,3,grass,G Stilwell,usopen,4
3573,7,1969,first round,1,5.0,18.0,M Sprenglemeyer,0,3,grass,J Alexander,usopen,4
3971,8,1969,first round,1,6.0,18.0,B Brown,0,3,grass,T Gorman,usopen,4
4311,9,1969,first round,1,9.0,18.0,C Drysdale,0,3,grass,O Davidson,usopen,4
4598,10,1969,first round,1,12.0,24.0,I Buding,0,3,grass,ON Bengtson,usopen,4
4889,11,1969,first round,1,9.0,18.0,P Proisy,0,3,grass,R Holmberg,usopen,4
5178,12,1969,first round,1,22.0,24.0,M Olvera,2,3,grass,R Barth,usopen,4
5468,13,1969,first round,1,9.0,18.0,Z Franulovic,0,3,grass,R Emerson,usopen,4
5753,14,1969,first round,1,35.0,36.0,P Gerken,2,3,grass,M Orantes,usopen,4
6033,15,1969,first round,1,13.0,20.0,E Zuleta,0,3,grass,R Leach Sr,usopen,4
6313,16,1969,first round,1,16.0,22.0,O Parun,1,3,grass,W Bowrey,usopen,4
6545,17,1969,first round,1,9.0,19.0,D Stockton,0,3,grass,A Ashe,usopen,4
6726,18,1969,first round,1,20.0,26.0,C McKinley,0,3,grass,D Crealy,usopen,4
6906,19,1969,first round,1,6.0,18.0,P Burwash,0,3,grass,J Osborne,usopen,4
7084,20,1969,first round,1,7.0,18.0,R Howe,0,3,grass,P Lall,usopen,4
7263,21,1969,first round,1,8.0,19.0,W Higgins,0,3,grass,M Santana,usopen,4
7439,22,1969,first round,1,10.0,18.0,D Dell,0,3,grass,JP Courcol,usopen,4
7616,23,1969,first round,1,7.0,18.0,M Carlstein,0,3,grass,R McKinley,usopen,4
7791,24,1969,first round,1,14.0,21.0,R Hawkes,0,3,grass,P Marmureanu,usopen,4
7966,25,1969,first round,1,23.0,27.0,P Cramer,2,3,grass,K Rosewall,usopen,4
8137,26,1969,first round,1,10.0,20.0,L Turville,0,3,grass,R Moore,usopen,4
8306,27,1969,first round,1,16.0,22.0,J Mukherjea,0,3,grass,N Pilic,usopen,4
8468,28,1969,first round,1,25.0,29.0,T Ryan,1,3,grass,I Tiriac,usopen,4
8630,29,1969,first round,1,5.0,18.0,P Rodriguez,0,3,grass,S Smith,usopen,4
8797,30,1969,first round,1,13.0,22.0,I Crookenden,1,3,grass,I Nastase,usopen,4
8965,31,1969,first round,1,7.0,18.0,L Gerrard,0,3,grass,G Battrick,usopen,4
9130,32,1969,first round,1,13.0,20.0,J Sharpe,0,3,grass,I El Shafei,usopen,4
9256,33,1969,first round,1,18.0,20.0,R Krog,1,3,grass,JL Rouyer,usopen,4
9333,34,1969,first round,1,16.0,21.0,T Edlefsen,1,3,grass,A Stone,usopen,4
9410,35,1969,first round,1,19.0,25.0,P Dent,1,3,grass,J McManus,usopen,4
9485,36,1969,first round,1,17.0,25.0,M Estep,1,3,grass,A Gimeno,usopen,4
9559,37,1969,first round,1,8.0,18.0,A Palafox,0,3,grass,EB Buchholz,usopen,4
9635,38,1969,first round,1,10.0,18.0,S Dron,0,3,grass,J Kodes,usopen,4
9705,39,1969,first round,1,22.0,24.0,J Kukal,2,3,grass,P Curtis,usopen,4
9779,40,1969,first round,1,29.0,28.0,T Okker,2,3,grass,M Cox,usopen,4
9849,41,1969,first round,1,12.0,21.0,M Senior,1,3,grass,A Neely,usopen,4
9917,42,1969,first round,1,16.0,23.0,M Lara,0,3,grass,T Ulrich,usopen,4
9985,43,1969,first round,1,20.0,22.0,B Carmichael,1,3,grass,R Ruffels,usopen,4
10054,44,1969,first round,1,10.0,18.0,R Potthast,0,3,grass,RP Gonzales,usopen,4
10123,45,1969,first round,1,10.0,18.0,P Fishbach,0,3,grass,H Fitzgibbon,usopen,4
10193,46,1969,first round,1,10.0,18.0,P Guzman,0,3,grass,L Ayala,usopen,4
10262,47,1969,first round,1,6.0,18.0,A Cornejo,0,3,grass,T Koch,usopen,4
10330,48,1969,first round,1,26.0,30.0,R Lutz,1,3,grass,T Roche,usopen,4
10398,49,1969,first round,1,15.0,21.0,B Cheney,1,3,grass,C Richey,usopen,4
10465,50,1969,first round,1,49.0,51.0,D Dell,2,3,grass,F Robbins,usopen,4
10533,51,1969,first round,1,20.0,26.0,C Steele III,0,3,grass,W Blocher,usopen,4
10600,52,1969,first round,1,8.0,18.0,H Hose,0,3,grass,F Stolle,usopen,4
10666,53,1969,first round,1,8.0,18.0,R Hernando,0,3,grass,T Addison,usopen,4
10731,54,1969,first round,1,11.0,22.0,D Lloyd,1,3,grass,C Pasarell,usopen,4
10797,55,1969,first round,1,16.0,22.0,G Goven,1,3,grass,R Taylor,usopen,4
10861,56,1969,first round,1,7.0,19.0,T Mozur,0,3,grass,C Graebner,usopen,4
10923,57,1969,first round,1,12.0,21.0,JB Chanfreau,0,3,grass,J LoyoMayo,usopen,4
10986,58,1969,first round,1,19.0,26.0,B Seewagen,2,3,grass,T Leonard,usopen,4
11048,59,1969,first round,1,21.0,27.0,R Russell,1,3,grass,M Belkin,usopen,4
11110,60,1969,first round,1,13.0,19.0,R Tanner,1,3,grass,M Riessen,usopen,4
11170,61,1969,first round,1,17.0,24.0,P Cornejo,1,3,grass,P Barthes,usopen,4
11231,62,1969,first round,1,15.0,22.0,EV Seixas,0,3,grass,R Keldie,usopen,4
11291,63,1969,first round,1,15.0,24.0,T Hoehn,1,3,grass,J Singh,usopen,4
11352,64,1969,first round,1,8.0,18.0,P Sullivan,0,3,grass,J Newcombe,usopen,4
474,1,1969,second round,2,11.0,19.0,J PintoBravo,0,3,grass,R Laver,usopen,4
1201,2,1969,second round,2,30.0,34.0,E Scott,2,3,grass,J Fillol Sr,usopen,4
1790,3,1969,second round,2,16.0,23.0,G Stilwell,0,3,grass,D Ralston,usopen,4
2327,4,1969,second round,2,21.0,28.0,J Alexander,1,3,grass,T Gorman,usopen,4
2780,5,1969,second round,2,18.0,26.0,O Davidson,1,3,grass,ON Bengtson,usopen,4
3181,6,1969,second round,2,11.0,19.0,R Holmberg,0,3,grass,R Barth,usopen,4
3575,7,1969,second round,2,9.0,19.0,M Orantes,0,3,grass,R Emerson,usopen,4
3973,8,1969,second round,2,12.0,21.0,R Leach Sr,1,3,grass,W Bowrey,usopen,4
4312,9,1969,second round,2,16.0,22.0,D Crealy,1,3,grass,A Ashe,usopen,4
4599,10,1969,second round,2,18.0,23.0,P Lall,1,3,grass,J Osborne,usopen,4
4890,11,1969,second round,2,3.0,18.0,JP Courcol,0,3,grass,M Santana,usopen,4
5179,12,1969,second round,2,11.0,18.0,P Marmureanu,0,3,grass,R McKinley,usopen,4
5469,13,1969,second round,2,7.0,18.0,R Moore,0,3,grass,K Rosewall,usopen,4
5754,14,1969,second round,2,3.0,18.0,I Tiriac,0,3,grass,N Pilic,usopen,4
6034,15,1969,second round,2,25.0,30.0,S Smith,1,3,grass,I Nastase,usopen,4
6314,16,1969,second round,2,26.0,31.0,G Battrick,1,3,grass,I El Shafei,usopen,4
6546,17,1969,second round,2,21.0,24.0,A Stone,2,3,grass,JL Rouyer,usopen,4
6727,18,1969,second round,2,13.0,22.0,J McManus,1,3,grass,A Gimeno,usopen,4
6907,19,1969,second round,2,19.0,25.0,J Kodes,2,3,grass,EB Buchholz,usopen,4
7085,20,1969,second round,2,18.0,25.0,P Curtis,1,3,grass,M Cox,usopen,4
7264,21,1969,second round,2,11.0,18.0,A Neely,0,3,grass,T Ulrich,usopen,4
7440,22,1969,second round,2,21.0,24.0,R Ruffels,2,3,grass,RP Gonzales,usopen,4
7617,23,1969,second round,2,25.0,27.0,H Fitzgibbon,2,3,grass,L Ayala,usopen,4
7792,24,1969,second round,2,9.0,18.0,T Koch,0,3,grass,T Roche,usopen,4
7967,25,1969,second round,2,18.0,22.0,F Robbins,1,3,grass,C Richey,usopen,4
8138,26,1969,second round,2,5.0,18.0,W Blocher,0,3,grass,F Stolle,usopen,4
8307,27,1969,second round,2,14.0,21.0,C Pasarell,0,3,grass,T Addison,usopen,4
8469,28,1969,second round,2,7.0,12.0,C Graebner,1,2,grass,R Taylor,usopen,4
8631,29,1969,second round,2,7.0,18.0,T Leonard,0,3,grass,J LoyoMayo,usopen,4
8798,30,1969,second round,2,10.0,22.0,M Belkin,1,3,grass,M Riessen,usopen,4
8966,31,1969,second round,2,24.0,26.0,R Keldie,1,3,grass,P Barthes,usopen,4
9131,32,1969,second round,2,11.0,18.0,J Singh,0,3,grass,J Newcombe,usopen,4
476,1,1969,third round,3,9.0,20.0,J Fillol Sr,0,3,grass,R Laver,usopen,4
1203,2,1969,third round,3,24.0,28.0,T Gorman,1,3,grass,D Ralston,usopen,4
1791,3,1969,third round,3,21.0,28.0,ON Bengtson,0,3,grass,R Barth,usopen,4
2328,4,1969,third round,3,12.0,21.0,W Bowrey,0,3,grass,R Emerson,usopen,4
2781,5,1969,third round,3,17.0,23.0,J Osborne,1,3,grass,A Ashe,usopen,4
3182,6,1969,third round,3,19.0,25.0,R McKinley,1,3,grass,M Santana,usopen,4
3576,7,1969,third round,3,6.0,18.0,N Pilic,0,3,grass,K Rosewall,usopen,4
3974,8,1969,third round,3,0.0,7.0,I El Shafei,0,2,grass,I Nastase,usopen,4
4313,9,1969,third round,3,8.0,18.0,JL Rouyer,0,3,grass,A Gimeno,usopen,4
4600,10,1969,third round,3,19.0,25.0,M Cox,0,3,grass,EB Buchholz,usopen,4
4891,11,1969,third round,3,24.0,27.0,T Ulrich,2,3,grass,RP Gonzales,usopen,4
5180,12,1969,third round,3,6.0,18.0,L Ayala,0,3,grass,T Roche,usopen,4
5470,13,1969,third round,3,22.0,26.0,C Richey,1,3,grass,F Stolle,usopen,4
5755,14,1969,third round,3,12.0,20.0,T Addison,0,3,grass,R Taylor,usopen,4
6035,15,1969,third round,3,9.0,18.0,J LoyoMayo,0,3,grass,M Riessen,usopen,4
6315,16,1969,third round,3,13.0,24.0,P Barthes,1,3,grass,J Newcombe,usopen,4
472,1,1969,fourth round,4,21.0,26.0,D Ralston,2,3,grass,R Laver,usopen,4
1199,2,1969,fourth round,4,6.0,18.0,R Barth,0,3,grass,R Emerson,usopen,4
1788,3,1969,fourth round,4,18.0,25.0,M Santana,1,3,grass,A Ashe,usopen,4
2325,4,1969,fourth round,4,15.0,23.0,I Nastase,1,3,grass,K Rosewall,usopen,4
2779,5,1969,fourth round,4,20.0,27.0,A Gimeno,2,3,grass,EB Buchholz,usopen,4
3180,6,1969,fourth round,4,20.0,29.0,RP Gonzales,1,3,grass,T Roche,usopen,4
3574,7,1969,fourth round,4,15.0,20.0,R Taylor,1,3,grass,F Stolle,usopen,4
3972,8,1969,fourth round,4,36.0,41.0,M Riessen,1,3,grass,J Newcombe,usopen,4
473,1,1969,quarterfinals,5,27.0,31.0,Roy Emerson,1,3,grass,Rod Laver,usopen,4
1200,2,1969,quarterfinals,5,13.0,20.0,Ken Rosewall,0,3,grass,Arthur Ashe,usopen,4
1789,3,1969,quarterfinals,5,15.0,26.0,Earl Butch Buchholz,1,3,grass,Tony Roche,usopen,4
2326,4,1969,quarterfinals,5,31.0,35.0,Fred Stolle,2,3,grass,John Newcombe,usopen,4
475,1,1969,semifinals,6,21.0,28.0,Arthur Ashe,0,3,grass,Rod Laver,usopen,4
1202,2,1969,semifinals,6,25.0,27.0,John Newcombe,2,3,grass,Tony Roche,usopen,4
470,1,1969,final,7,14.0,25.0,Tony Roche,1,3,grass,Rod Laver,usopen,4
4892,11,1970,first round,1,27.0,31.0,O Davidson,2,3,grass,M Santana,usopen,4
5181,12,1970,first round,1,8.0,18.0,E Zuleta,0,3,grass,D Stockton,usopen,4
5471,13,1970,first round,1,12.0,18.0,C Steele III,0,3,grass,C Richey,usopen,4
5756,14,1970,first round,1,9.0,19.0,J Singh,0,3,grass,A Fox,usopen,4
6036,15,1970,first round,1,10.0,18.0,M Belkin,0,3,grass,P Barthes,usopen,4
6316,16,1970,first round,1,8.0,19.0,J Sharpe,0,3,grass,P Gerken,usopen,4
6547,17,1970,first round,1,10.0,18.0,E van Dillen,0,3,grass,T Roche,usopen,4
6728,18,1970,first round,1,8.0,18.0,J Connors,0,3,grass,M Cox,usopen,4
6908,19,1970,first round,1,6.0,18.0,H Zahr,0,3,grass,P Curtis,usopen,4
7086,20,1970,first round,1,19.0,22.0,G Stilwell,1,3,grass,P Lall,usopen,4
7265,21,1970,first round,1,21.0,26.0,S Krulevitz,2,3,grass,MA Ilahi,usopen,4
7441,22,1970,first round,1,13.0,20.0,D Dell,0,3,grass,W Higgins,usopen,4
7618,23,1970,first round,1,21.0,22.0,M Riessen,2,3,grass,JB Chanfreau,usopen,4
7793,24,1970,first round,1,15.0,22.0,M Lara,1,3,grass,T Gorman,usopen,4
7968,25,1970,first round,1,10.0,18.0,A Gimeno,0,3,grass,T Koch,usopen,4
8139,26,1970,first round,1,10.0,18.0,B Alloo,0,3,grass,J McManus,usopen,4
8308,27,1970,first round,1,16.0,20.0,L Schloss,0,3,grass,Vazquez,usopen,4
8470,28,1970,first round,1,17.0,24.0,A Wijono,1,3,grass,P Segura,usopen,4
8632,29,1970,first round,1,16.0,19.0,M Machette,1,3,grass,C Drysdale,usopen,4
8799,30,1970,first round,1,9.0,18.0,R Holmberg,0,3,grass,B Fairlie,usopen,4
8967,31,1970,first round,1,8.0,18.0,G Taylor,0,3,grass,T Addison,usopen,4
9132,32,1970,first round,1,27.0,28.0,JL Rouyer,2,3,grass,R Ruffels,usopen,4
9257,33,1970,first round,1,10.0,18.0,K Van Nostrand,0,3,grass,A Metreveli,usopen,4
9334,34,1970,first round,1,13.0,20.0,S Mayer,0,3,grass,P Cornejo,usopen,4
9411,35,1970,first round,1,7.0,18.0,T Leonard,0,3,grass,W Brown,usopen,4
9486,36,1970,first round,1,17.0,20.0,R Lutz,1,3,grass,S Smith,usopen,4
9560,37,1970,first round,1,9.0,18.0,G Battrick,0,3,grass,J Borowiak,usopen,4
9636,38,1970,first round,1,24.0,27.0,B Gottfried,2,3,grass,R McKinley,usopen,4
9706,39,1970,first round,1,23.0,28.0,I Crookenden,2,3,grass,W Bungert,usopen,4
9780,40,1970,first round,1,13.0,19.0,H Fitzgibbon,0,3,grass,R Emerson,usopen,4
9850,41,1970,first round,1,12.0,22.0,ON Bengtson,1,3,grass,B Carmichael,usopen,4
9918,42,1970,first round,1,10.0,19.0,J Fillol Sr,0,3,grass,N Pilic,usopen,4
9986,43,1970,first round,1,12.0,19.0,K Stuart,0,3,grass,V Korotkov,usopen,4
10055,44,1970,first round,1,7.0,14.0,I Buding,0,3,grass,RP Gonzales,usopen,4
10124,45,1970,first round,1,20.0,24.0,R Russell,1,3,grass,C Pasarell,usopen,4
10194,46,1970,first round,1,14.0,19.0,P Fishbach,0,3,grass,A Olmedo,usopen,4
10263,47,1970,first round,1,23.0,25.0,J Fassbender,1,3,grass,S Pasarell,usopen,4
10331,48,1970,first round,1,8.0,18.0,R Potthast,0,3,grass,K Rosewall,usopen,4
10399,49,1970,first round,1,24.0,26.0,D Crealy,2,3,grass,F Froehling,usopen,4
10466,50,1970,first round,1,22.0,29.0,L Ayala,2,3,grass,J Osborne,usopen,4
10534,51,1970,first round,1,7.0,18.0,P Walthall,0,3,grass,F McMillan,usopen,4
10601,52,1970,first round,1,11.0,19.0,T Edlefsen,0,3,grass,T Okker,usopen,4
10667,53,1970,first round,1,15.0,21.0,GT Howard,1,3,grass,R Barth,usopen,4
10732,54,1970,first round,1,8.0,18.0,I El Shafei,0,3,grass,R Moore,usopen,4
480,1,1970,second round,2,11.0,22.0,A Stone,1,3,grass,R Laver,usopen,4
1206,2,1970,second round,2,15.0,20.0,O Parun,0,3,grass,J Cooper,usopen,4
1794,3,1970,second round,2,4.0,18.0,P Guzman,0,3,grass,F Stolle,usopen,4
2331,4,1970,second round,2,21.0,24.0,G Goven,1,3,grass,D Ralston,usopen,4
2783,5,1970,second round,2,10.0,19.0,B Seewagen,0,3,grass,R Taylor,usopen,4
3184,6,1970,second round,2,10.0,18.0,D Stockton,0,3,grass,M Santana,usopen,4
3578,7,1970,second round,2,9.0,19.0,A Fox,0,3,grass,C Richey,usopen,4
3976,8,1970,second round,2,10.0,18.0,P Gerken,0,3,grass,P Barthes,usopen,4
4314,9,1970,second round,2,20.0,23.0,M Cox,1,3,grass,T Roche,usopen,4
4601,10,1970,second round,2,12.0,19.0,P Lall,0,3,grass,P Curtis,usopen,4
4893,11,1970,second round,2,8.0,18.0,MA Ilahi,0,3,grass,W Higgins,usopen,4
5182,12,1970,second round,2,19.0,26.0,JB Chanfreau,1,3,grass,T Gorman,usopen,4
5472,13,1970,second round,2,18.0,23.0,T Koch,1,3,grass,J McManus,usopen,4
5757,14,1970,second round,2,22.0,24.0,P Segura,2,3,grass,Vazquez,usopen,4
6037,15,1970,second round,2,18.0,22.0,C Drysdale,1,3,grass,B Fairlie,usopen,4
6317,16,1970,second round,2,6.0,18.0,T Addison,0,3,grass,R Ruffels,usopen,4
6548,17,1970,second round,2,6.0,18.0,P Cornejo,0,3,grass,A Metreveli,usopen,4
6729,18,1970,second round,2,17.0,23.0,W Brown,1,3,grass,S Smith,usopen,4
6909,19,1970,second round,2,20.0,23.0,J Borowiak,1,3,grass,R McKinley,usopen,4
7087,20,1970,second round,2,8.0,18.0,W Bungert,0,3,grass,R Emerson,usopen,4
7266,21,1970,second round,2,12.0,24.0,B Carmichael,1,3,grass,N Pilic,usopen,4
7442,22,1970,second round,2,15.0,20.0,V Korotkov,0,3,grass,RP Gonzales,usopen,4
7619,23,1970,second round,2,10.0,18.0,A Olmedo,0,3,grass,C Pasarell,usopen,4
7794,24,1970,second round,2,6.0,18.0,S Pasarell,0,3,grass,K Rosewall,usopen,4
7969,25,1970,second round,2,13.0,19.0,F Froehling,0,3,grass,J Osborne,usopen,4
8140,26,1970,second round,2,15.0,24.0,F McMillan,1,3,grass,T Okker,usopen,4
8309,27,1970,second round,2,23.0,25.0,R Moore,2,3,grass,R Barth,usopen,4
8471,28,1970,second round,2,18.0,24.0,R Tanner,1,3,grass,A Ashe,usopen,4
8633,29,1970,second round,2,21.0,25.0,B Hewitt,2,3,grass,W Bowrey,usopen,4
8800,30,1970,second round,2,17.0,23.0,R Keldie,1,3,grass,C Graebner,usopen,4
8968,31,1970,second round,2,15.0,20.0,H Rahim,0,3,grass,E Scott,usopen,4
9133,32,1970,second round,2,7.0,18.0,J LoyoMayo,0,3,grass,J Newcombe,usopen,4
482,1,1970,third round,3,10.0,19.0,J Cooper,0,3,grass,R Laver,usopen,4
1208,2,1970,third round,3,19.0,23.0,F Stolle,1,3,grass,D Ralston,usopen,4
1795,3,1970,third round,3,21.0,22.0,R Taylor,1,3,grass,M Santana,usopen,4
2332,4,1970,third round,3,13.0,19.0,P Barthes,0,3,grass,C Richey,usopen,4
2784,5,1970,third round,3,7.0,18.0,P Curtis,0,3,grass,T Roche,usopen,4
3185,6,1970,third round,3,13.0,19.0,W Higgins,0,3,grass,T Gorman,usopen,4
3579,7,1970,third round,3,19.0,25.0,J McManus,1,3,grass,Vazquez,usopen,4
3977,8,1970,third round,3,20.0,29.0,R Ruffels,2,3,grass,B Fairlie,usopen,4
4315,9,1970,third round,3,12.0,19.0,A Metreveli,0,3,grass,S Smith,usopen,4
4602,10,1970,third round,3,7.0,18.0,R McKinley,0,3,grass,R Emerson,usopen,4
4894,11,1970,third round,3,19.0,24.0,RP Gonzales,1,3,grass,N Pilic,usopen,4
5183,12,1970,third round,3,14.0,19.0,C Pasarell,0,3,grass,K Rosewall,usopen,4
5473,13,1970,third round,3,9.0,18.0,J Osborne,0,3,grass,T Okker,usopen,4
5758,14,1970,third round,3,9.0,18.0,R Barth,0,3,grass,A Ashe,usopen,4
6038,15,1970,third round,3,22.0,28.0,W Bowrey,2,3,grass,C Graebner,usopen,4
6318,16,1970,third round,3,16.0,24.0,E Scott,1,3,grass,J Newcombe,usopen,4
478,1,1970,fourth round,4,27.0,29.0,R Laver,2,3,grass,D Ralston,usopen,4
1204,2,1970,fourth round,4,18.0,22.0,M Santana,1,3,grass,C Richey,usopen,4
1792,3,1970,fourth round,4,16.0,21.0,T Gorman,1,3,grass,T Roche,usopen,4
2329,4,1970,fourth round,4,7.0,18.0,Vazquez,0,3,grass,B Fairlie,usopen,4
2782,5,1970,fourth round,4,18.0,23.0,R Emerson,1,3,grass,S Smith,usopen,4
3183,6,1970,fourth round,4,22.0,26.0,N Pilic,1,3,grass,K Rosewall,usopen,4
3577,7,1970,fourth round,4,16.0,24.0,T Okker,1,3,grass,A Ashe,usopen,4
3975,8,1970,fourth round,4,9.0,18.0,C Graebner,0,3,grass,J Newcombe,usopen,4
479,1,1970,quarterfinals,5,13.0,19.0,Dennis Ralston,0,3,grass,Cliff Richey,usopen,4
1205,2,1970,quarterfinals,5,14.0,20.0,Brian Fairlie,0,3,grass,Tony Roche,usopen,4
