,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
1180,2,1965,third round,3,8.0,18.0,Kantrow,0,3,grass,Barthes,usopen,4
1772,3,1965,third round,3,8.0,18.0,Lambert,0,3,grass,Ashe,usopen,4
2309,4,1965,third round,3,16.0,22.0,Edlefsen,0,3,grass,Koch,usopen,4
2766,5,1965,third round,3,11.0,18.0,Osborne,0,3,grass,Santana,usopen,4
3167,6,1965,third round,3,8.0,18.0,Dell,0,3,grass,Riessen,usopen,4
3561,7,1965,third round,3,17.0,27.0,Graebner,1,3,grass,McKinley,usopen,4
3959,8,1965,third round,3,15.0,22.0,Cromwell,1,3,grass,Palafox,usopen,4
4302,9,1965,third round,3,13.0,20.0,LoyoMayo,0,3,grass,Seixas,usopen,4
4589,10,1965,third round,3,7.0,18.0,Sullivan,0,3,grass,Drysdale,usopen,4
4880,11,1965,third round,3,11.0,19.0,Pietrangeli,0,3,grass,Holmberg,usopen,4
5169,12,1965,third round,3,17.0,23.0,Froehling,1,3,grass,Ralston,usopen,4
5459,13,1965,third round,3,30.0,33.0,McManus,2,3,grass,Barnes,usopen,4
5744,14,1965,third round,3,27.0,33.0,Fitzgibbon,1,3,grass,Osuna,usopen,4
6024,15,1965,third round,3,39.0,41.0,Powless,2,3,grass,Carpenter,usopen,4
6304,16,1965,third round,3,7.0,18.0,Jennings,0,3,grass,Pasarell,usopen,4
445,1,1965,fourth round,4,19.0,25.0,Barthes,0,3,grass,Emerson,usopen,4
1176,2,1965,fourth round,4,29.0,35.0,Thomaz Koch,0,3,grass,Ashe,usopen,4
1769,3,1965,fourth round,4,12.0,22.0,Riessen,0,3,grass,Santana,usopen,4
2306,4,1965,fourth round,4,17.0,23.0,McKinley,0,3,grass,Palafox,usopen,4
2764,5,1965,fourth round,4,12.0,18.0,Seixas,0,3,grass,Drysdale,usopen,4
3165,6,1965,fourth round,4,27.0,32.0,Holmberg,2,3,grass,Ralston,usopen,4
3559,7,1965,fourth round,4,8.0,18.0,Barnes,0,3,grass,Osuna,usopen,4
3957,8,1965,fourth round,4,9.0,18.0,Carpenter,0,3,grass,Pasarell,usopen,4
446,1,1965,quarterfinals,5,29.0,35.0,Roy Emerson,1,3,grass,Arthur Ashe,usopen,4
1177,2,1965,quarterfinals,5,11.0,21.0,Tony Palafox,0,3,grass,Manuel Santana,usopen,4
1770,3,1965,quarterfinals,5,26.0,26.0,Dennis Ralston,2,3,grass,Cliff Drysdale,usopen,4
2307,4,1965,quarterfinals,5,17.0,20.0,Charlie Pasarell,1,3,grass,Rafael Osuna,usopen,4
448,1,1965,semifinals,6,16.0,20.0,Arthur Ashe,1,3,grass,Manuel Santana,usopen,4
1179,2,1965,semifinals,6,14.0,22.0,Rafael Osuna,1,3,grass,Cliff Drysdale,usopen,4
443,1,1965,final,7,17.0,26.0,Cliff Drysdale,1,3,grass,Manuel Santana,usopen,4
451,1,1966,first round,1,4.0,18.0,Berli,0,3,grass,Santana,usopen,4
1181,2,1966,first round,1,10.0,21.0,Mangan,1,3,grass,Tutvin,usopen,4
1773,3,1966,first round,1,7.0,18.0,Darrah,0,3,grass,Moore,usopen,4
2310,4,1966,first round,1,10.0,19.0,Rosello,0,3,grass,Reese,usopen,4
2767,5,1966,first round,1,13.0,19.0,Sweeney,1,3,grass,Tym,usopen,4
3168,6,1966,first round,1,6.0,18.0,Bovett,0,3,grass,McKinley,usopen,4
3562,7,1966,first round,1,13.0,22.0,Yang,0,3,grass,Marcin,usopen,4
3960,8,1966,first round,1,12.0,19.0,Sack,0,3,grass,Carrero,usopen,4
4303,9,1966,first round,1,7.0,18.0,Gorman,0,3,grass,Drysdale,usopen,4
4590,10,1966,first round,1,25.0,26.0,Kovaleski,2,3,grass,Cantin,usopen,4
4881,11,1966,first round,1,1.0,18.0,Mudd,0,3,grass,Bowrey,usopen,4
5170,12,1966,first round,1,10.0,18.0,Sullivan,0,3,grass,Scott,usopen,4
5460,13,1966,first round,1,22.0,23.0,Seewagen,2,3,grass,Subirats,usopen,4
5745,14,1966,first round,1,16.0,20.0,Lambert,1,3,grass,De Gronckel,usopen,4
6025,15,1966,first round,1,33.0,39.0,Buchholz,1,3,grass,Osborne,usopen,4
6305,16,1966,first round,1,9.0,18.0,Watson,0,3,grass,Beust,usopen,4
6539,17,1966,first round,1,11.0,18.0,Lara,0,3,grass,Roche,usopen,4
6720,18,1966,first round,1,32.0,32.0,Villarete,2,3,grass,Stewart,usopen,4
6900,19,1966,first round,1,23.0,22.0,Smith,2,3,grass,Seixas,usopen,4
7078,20,1966,first round,1,8.0,18.0,Stockton,0,3,grass,Cox,usopen,4
7257,21,1966,first round,1,20.0,23.0,Estep,1,3,grass,Obando,usopen,4
7433,22,1966,first round,1,14.0,24.0,Steele III,1,3,grass,Jackson,usopen,4
7610,23,1966,first round,1,25.0,31.0,Avoyer,2,3,grass,Crookenden,usopen,4
7785,24,1966,first round,1,11.0,19.0,Pasarell,0,3,grass,McManus,usopen,4
7960,25,1966,first round,1,5.0,27.0,Roemer,0,3,grass,Ashe,usopen,4
8131,26,1966,first round,1,10.0,18.0,Cromwell,0,3,grass,Holmberg,usopen,4
8300,27,1966,first round,1,16.0,23.0,Pickens,1,3,grass,Newcombe,usopen,4
8462,28,1966,first round,1,4.0,18.0,Pressly,0,3,grass,Ryan,usopen,4
8624,29,1966,first round,1,7.0,18.0,Sprengelmeyer,0,3,grass,Bungert,usopen,4
8791,30,1966,first round,1,15.0,22.0,Fishbach,1,3,grass,Fillol,usopen,4
8960,31,1966,first round,1,22.0,23.0,Montgomery,2,3,grass,McKinley,usopen,4
9124,32,1966,first round,1,19.0,28.0,Lumsden,1,3,grass,Tacchini,usopen,4
9253,33,1966,first round,1,10.0,24.0,Kesl,1,3,grass,Dell,usopen,4
9330,34,1966,first round,1,19.0,22.0,Olmedo,1,3,grass,Guerry,usopen,4
9407,35,1966,first round,1,15.0,22.0,Stone,1,3,grass,LoyoMayo,usopen,4
9482,36,1966,first round,1,7.0,18.0,Glass,0,3,grass,Stilwell,usopen,4
9556,37,1966,first round,1,21.0,28.0,Cheney,0,3,grass,Power,usopen,4
9632,38,1966,first round,1,8.0,18.0,Spannagel,0,3,grass,Schloss,usopen,4
9702,39,1966,first round,1,30.0,30.0,Dell,2,3,grass,Leach,usopen,4
9776,40,1966,first round,1,9.0,19.0,Guzman,0,3,grass,Graebner,usopen,4
9846,41,1966,first round,1,10.0,18.0,Gorski,0,3,grass,Stolle,usopen,4
9914,42,1966,first round,1,4.0,18.0,Kourides,0,3,grass,Barth,usopen,4
9982,43,1966,first round,1,20.0,26.0,Brown,2,3,grass,Carpenter,usopen,4
10051,44,1966,first round,1,9.0,18.0,Howe,0,3,grass,Contet,usopen,4
10120,45,1966,first round,1,4.0,18.0,Carrington,0,3,grass,Beck,usopen,4
10190,46,1966,first round,1,24.0,26.0,Barnes,2,3,grass,Osuna,usopen,4
10259,47,1966,first round,1,13.0,22.0,Karp,1,3,grass,Mulligan,usopen,4
10327,48,1966,first round,1,9.0,19.0,Singh,0,3,grass,Ralston,usopen,4
10396,49,1966,first round,1,30.0,32.0,Zuleta,2,3,grass,Neely,usopen,4
10463,50,1966,first round,1,1.0,18.0,Scwitters,0,3,grass,Ruffels,usopen,4
10531,51,1966,first round,1,7.0,18.0,Tully,0,3,grass,Froehling,usopen,4
10598,52,1966,first round,1,24.0,28.0,Howe,2,3,grass,Van Lingen,usopen,4
10664,53,1966,first round,1,11.0,18.0,Conner,0,3,grass,Powless,usopen,4
10729,54,1966,first round,1,29.0,29.0,Russell,2,3,grass,Garcia,usopen,4
10795,55,1966,first round,1,7.0,18.0,Howard,0,3,grass,Davidson,usopen,4
10859,56,1966,first round,1,8.0,18.0,Jennings,0,3,grass,Richey,usopen,4
10921,57,1966,first round,1,8.0,18.0,Tidball,0,3,grass,Buding,usopen,4
10984,58,1966,first round,1,21.0,26.0,Siska,2,3,grass,Keldie,usopen,4
11046,59,1966,first round,1,12.0,20.0,Rombeau,0,3,grass,Oehrlein,usopen,4
11108,60,1966,first round,1,14.0,20.0,Lutz,0,3,grass,Riessen,usopen,4
11229,62,1966,first round,1,20.0,22.0,Hoehn,2,3,grass,Gerrard,usopen,4
11289,63,1966,first round,1,39.0,39.0,Darley,2,3,grass,Harrison,usopen,4
11350,64,1966,first round,1,17.0,24.0,El Shafei,0,3,grass,Emerson,usopen,4
454,1,1966,second round,2,5.0,18.0,Tutvin,0,3,grass,Santana,usopen,4
1184,2,1966,second round,2,8.0,18.0,Reese,0,3,grass,Moore,usopen,4
1776,3,1966,second round,2,9.0,18.0,Tym,0,3,grass,McKinley,usopen,4
2313,4,1966,second round,2,16.0,21.0,Marcin,1,3,grass,Carrero,usopen,4
2769,5,1966,second round,2,8.0,18.0,Cantin,0,3,grass,Drysdale,usopen,4
3170,6,1966,second round,2,11.0,18.0,Scott,0,3,grass,Bowrey,usopen,4
3564,7,1966,second round,2,24.0,30.0,De Gronckel,2,3,grass,Subirats,usopen,4
3962,8,1966,second round,2,12.0,19.0,Beust,0,3,grass,Osborne,usopen,4
4304,9,1966,second round,2,23.0,28.0,Stewart,1,3,grass,Roche,usopen,4
4591,10,1966,second round,2,12.0,20.0,Seixas,0,3,grass,Cox,usopen,4
4882,11,1966,second round,2,5.0,18.0,Obando,0,3,grass,Jackson,usopen,4
5171,12,1966,second round,2,24.0,24.0,McManus,2,3,grass,Crookenden,usopen,4
5461,13,1966,second round,2,19.0,24.0,Holmberg,1,3,grass,Ashe,usopen,4
5746,14,1966,second round,2,21.0,28.0,Ryan,0,3,grass,Newcombe,usopen,4
6026,15,1966,second round,2,16.0,23.0,Fillol,0,3,grass,Bungert,usopen,4
6306,16,1966,second round,2,1.0,2.0,Tacchini,0,1,grass,McKinley,usopen,4
6540,17,1966,second round,2,14.0,21.0,Guerry,1,3,grass,Dell,usopen,4
6721,18,1966,second round,2,11.0,20.0,LoyoMayo,0,3,grass,Stilwell,usopen,4
6901,19,1966,second round,2,5.0,18.0,Schloss,0,3,grass,Power,usopen,4
7079,20,1966,second round,2,7.0,18.0,Leach,0,3,grass,Graebner,usopen,4
7258,21,1966,second round,2,9.0,18.0,Barth,0,3,grass,Stolle,usopen,4
7434,22,1966,second round,2,12.0,20.0,Carpenter,0,3,grass,Contet,usopen,4
7611,23,1966,second round,2,12.0,20.0,Beck,0,3,grass,Osuna,usopen,4
7786,24,1966,second round,2,8.0,18.0,Mulligan,0,3,grass,Ralston,usopen,4
7961,25,1966,second round,2,10.0,20.0,Neely,0,3,grass,Ruffels,usopen,4
8132,26,1966,second round,2,4.0,18.0,Van Lingen,0,3,grass,Froehling,usopen,4
8301,27,1966,second round,2,8.0,18.0,Powless,0,3,grass,Garcia,usopen,4
8463,28,1966,second round,2,12.0,21.0,Richey,0,3,grass,Davidson,usopen,4
8625,29,1966,second round,2,26.0,27.0,Buding,2,3,grass,Keldie,usopen,4
8792,30,1966,second round,2,7.0,18.0,Oehrlein,0,3,grass,Riessen,usopen,4
8961,31,1966,second round,2,9.0,18.0,Leonard,0,3,grass,Gerrard,usopen,4
9125,32,1966,second round,2,15.0,24.0,Harrison,1,3,grass,Emerson,usopen,4
456,1,1966,third round,3,17.0,23.0,Moore,1,3,grass,Santana,usopen,4
1186,2,1966,third round,3,6.0,18.0,Carrero,0,3,grass,McKinley,usopen,4
1777,3,1966,third round,3,13.0,22.0,Drysdale,0,3,grass,Bowrey,usopen,4
2314,4,1966,third round,3,18.0,27.0,Subirats,1,3,grass,Osborne,usopen,4
2770,5,1966,third round,3,17.0,23.0,Roche,0,3,grass,Cox,usopen,4
3171,6,1966,third round,3,14.0,22.0,Jackson,1,3,grass,Crookenden,usopen,4
3565,7,1966,third round,3,9.0,18.0,Ashe,0,3,grass,Newcombe,usopen,4
3963,8,1966,third round,3,1.0,18.0,Tacchini,0,3,grass,Bungert,usopen,4
4305,9,1966,third round,3,22.0,27.0,Dell,1,3,grass,Stilwell,usopen,4
4592,10,1966,third round,3,13.0,21.0,Power,1,3,grass,Graebner,usopen,4
4883,11,1966,third round,3,16.0,24.0,Contet,0,3,grass,Stolle,usopen,4
5172,12,1966,third round,3,8.0,18.0,Osuna,0,3,grass,Ralston,usopen,4
5462,13,1966,third round,3,21.0,25.0,Froehling,1,3,grass,Ruffels,usopen,4
5747,14,1966,third round,3,5.0,18.0,Garcia,0,3,grass,Davidson,usopen,4
6027,15,1966,third round,3,8.0,18.0,Keldie,0,3,grass,Riessen,usopen,4
6307,16,1966,third round,3,5.0,18.0,Gerrard,0,3,grass,Emerson,usopen,4
452,1,1966,fourth round,4,20.0,26.0,McKinley,0,3,grass,Santana,usopen,4
1182,2,1966,fourth round,4,9.0,18.0,Osborne,0,3,grass,Bowrey,usopen,4
1774,3,1966,fourth round,4,17.0,23.0,Crookenden,0,3,grass,Cox,usopen,4
2311,4,1966,fourth round,4,24.0,32.0,Bungert,2,3,grass,Newcombe,usopen,4
2768,5,1966,fourth round,4,25.0,30.0,Stilwell,1,3,grass,Graebner,usopen,4
3169,6,1966,fourth round,4,15.0,22.0,Ralston,0,3,grass,Stolle,usopen,4
3563,7,1966,fourth round,4,10.0,21.0,Ruffels,1,3,grass,Davidson,usopen,4
3961,8,1966,fourth round,4,17.0,21.0,Riessen,1,3,grass,Emerson,usopen,4
453,1,1966,quarterfinals,5,27.0,31.0,Bill Bowrey,2,3,grass,Manuel Santana,usopen,4
1183,2,1966,quarterfinals,5,16.0,24.0,Mark Cox,2,3,grass,John Newcombe,usopen,4
1775,3,1966,quarterfinals,5,9.0,18.0,Clark Graebner,0,3,grass,Fred Stolle,usopen,4
2312,4,1966,quarterfinals,5,21.0,28.0,Owen Davidson,1,3,grass,Roy Emerson,usopen,4
455,1,1966,semifinals,6,21.0,26.0,Manuel Santana,1,3,grass,John Newcombe,usopen,4
1185,2,1966,semifinals,6,6.0,18.0,Roy Emerson,0,3,grass,Fred Stolle,usopen,4
450,1,1966,final,7,23.0,28.0,John Newcombe,1,3,grass,Fred Stolle,usopen,4
458,1,1967,first round,1,13.0,22.0,Estep,1,3,grass,Newcombe,usopen,4
1187,2,1967,first round,1,18.0,26.0,Mangan,1,3,grass,Darley,usopen,4
1778,3,1967,first round,1,5.0,18.0,Watson,0,3,grass,Richey,usopen,4
2315,4,1967,first round,1,22.0,23.0,Howe,1,3,grass,Karp,usopen,4
2771,5,1967,first round,1,6.0,18.0,Ruffin,0,3,grass,Acuna,usopen,4
3172,6,1967,first round,1,22.0,26.0,Siska,2,3,grass,Moore,usopen,4
3566,7,1967,first round,1,16.0,22.0,Chanfreau,1,3,grass,Howe,usopen,4
3964,8,1967,first round,1,16.0,22.0,Avoyer,1,3,grass,Seewagen,usopen,4
4306,9,1967,first round,1,8.0,18.0,Cullen,0,3,grass,Pasarell,usopen,4
4593,10,1967,first round,1,11.0,20.0,Schloss,0,3,grass,Ruffels,usopen,4
4884,11,1967,first round,1,25.0,30.0,Neudecker,2,3,grass,Brown,usopen,4
5173,12,1967,first round,1,7.0,18.0,Stock,0,3,grass,Hewitt,usopen,4
5463,13,1967,first round,1,7.0,18.0,Ringgold,0,3,grass,Goldman,usopen,4
5748,14,1967,first round,1,29.0,34.0,Weld,2,3,grass,Lutz,usopen,4
6028,15,1967,first round,1,20.0,28.0,Cooper,2,3,grass,Conner,usopen,4
6308,16,1967,first round,1,17.0,25.0,Tidball,1,3,grass,Keldie,usopen,4
6541,17,1967,first round,1,21.0,27.0,Yeomans,0,3,grass,Scott,usopen,4
6722,18,1967,first round,1,25.0,24.0,Curtis,2,3,grass,Gorman,usopen,4
6902,19,1967,first round,1,9.0,20.0,Glass,0,3,grass,Marcin,usopen,4
7080,20,1967,first round,1,15.0,23.0,Garcia,0,3,grass,Rose,usopen,4
7259,21,1967,first round,1,14.0,23.0,Leach,0,3,grass,Smith,usopen,4
7435,22,1967,first round,1,21.0,25.0,Vazquez,1,3,grass,Saul,usopen,4
7612,23,1967,first round,1,8.0,18.0,Rombeau,0,3,grass,Holmberg,usopen,4
7787,24,1967,first round,1,17.0,23.0,Mozur,1,3,grass,Cranis,usopen,4
7962,25,1967,first round,1,5.0,18.0,Neely,0,3,grass,Taylor,usopen,4
8133,26,1967,first round,1,7.0,21.0,Montgomery,1,3,grass,McManus,usopen,4
8302,27,1967,first round,1,17.0,24.0,Sprengelmeyer,1,3,grass,Tutvin,usopen,4
8464,28,1967,first round,1,5.0,18.0,Stockton,0,3,grass,Davidson,usopen,4
8626,29,1967,first round,1,18.0,24.0,Robertson,0,3,grass,Addison,usopen,4
8793,30,1967,first round,1,10.0,19.0,Guzman,0,3,grass,Dell,usopen,4
8962,31,1967,first round,1,6.0,18.0,Obando,0,3,grass,Osuna,usopen,4
9126,32,1967,first round,1,13.0,22.0,Leonard,1,3,grass,Alvarez,usopen,4
9254,33,1967,first round,1,10.0,19.0,Mullan,1,3,grass,Stockton,usopen,4
9331,34,1967,first round,1,22.0,30.0,Subirats,0,4,grass,Hose,usopen,4
9408,35,1967,first round,1,13.0,23.0,Sprengelmeyer,0,3,grass,Carrero,usopen,4
9483,36,1967,first round,1,7.0,19.0,Fauquier,0,3,grass,Koch,usopen,4
9557,37,1967,first round,1,13.0,20.0,Rubinoff,0,3,grass,Froehling,usopen,4
9633,38,1967,first round,1,18.0,22.0,Foster,1,3,grass,Knight,usopen,4
9703,39,1967,first round,1,6.0,18.0,Jackson,0,3,grass,Leschly,usopen,4
9777,40,1967,first round,1,10.0,18.0,Newman,0,3,grass,Drysdale,usopen,4
9847,41,1967,first round,1,8.0,19.0,Singh,0,3,grass,Seixas,usopen,4
9915,42,1967,first round,1,10.0,18.0,Brown,0,3,grass,Barnes,usopen,4
9983,43,1967,first round,1,17.0,23.0,Buchholz,2,3,grass,Van Lingen,usopen,4
10052,44,1967,first round,1,10.0,15.0,Steele III,0,2,grass,Pasarell,usopen,4
10121,45,1967,first round,1,10.0,19.0,Rubell,0,3,grass,Bowrey,usopen,4
10191,46,1967,first round,1,9.0,18.0,Carpenter,0,3,grass,Riessen,usopen,4
10260,47,1967,first round,1,14.0,22.0,Villarete,0,3,grass,Buck,usopen,4
10328,48,1967,first round,1,7.0,18.0,Roemer,0,3,grass,Pilic,usopen,4
10397,49,1967,first round,1,34.0,33.0,Sharpe,2,3,grass,Fishbach,usopen,4
10464,50,1967,first round,1,18.0,21.0,Palmer,1,3,grass,Claflin,usopen,4
10532,51,1967,first round,1,16.0,23.0,McKinley,0,3,grass,Cox,usopen,4
10599,52,1967,first round,1,12.0,18.0,Tym,0,3,grass,Sullivan,usopen,4
10665,53,1967,first round,1,18.0,27.0,Ulrich,0,3,grass,Fitzgibbon,usopen,4
10730,54,1967,first round,1,18.0,25.0,Taylor,2,3,grass,Van Dillen,usopen,4
10796,55,1967,first round,1,10.0,20.0,Hoehn,0,3,grass,Mukerjea,usopen,4
10860,56,1967,first round,1,9.0,18.0,Stewart,0,3,grass,Graebner,usopen,4
10922,57,1967,first round,1,12.0,18.0,Bleckinger,0,3,grass,Bovett,usopen,4
10985,58,1967,first round,1,28.0,32.0,Goeltz,1,3,grass,Robbins,usopen,4
11047,59,1967,first round,1,9.0,19.0,Borowiak,0,3,grass,Lara,usopen,4
11109,60,1967,first round,1,19.0,21.0,Oehrlein,2,3,grass,Pressly,usopen,4
11169,61,1967,first round,1,28.0,31.0,Cheney,2,3,grass,LoyoMayo,usopen,4
11230,62,1967,first round,1,14.0,21.0,Brown,1,3,grass,Barth,usopen,4
11290,63,1967,first round,1,6.0,18.0,Singh,0,3,grass,Osborne,usopen,4
11351,64,1967,first round,1,13.0,19.0,Goven,0,3,grass,Emerson,usopen,4
461,1,1967,second round,2,7.0,18.0,Darley,0,3,grass,Newcombe,usopen,4
1190,2,1967,second round,2,5.0,18.0,Karp,0,3,grass,Richey,usopen,4
1781,3,1967,second round,2,2.0,18.0,Acuna,0,3,grass,Moore,usopen,4
2318,4,1967,second round,2,16.0,22.0,Howe,1,3,grass,Seewagen,usopen,4
2773,5,1967,second round,2,12.0,21.0,Ruffels,0,3,grass,Pasarell,usopen,4
3174,6,1967,second round,2,6.0,18.0,Brown,0,3,grass,Hewitt,usopen,4
3568,7,1967,second round,2,14.0,23.0,Goldman,0,3,grass,Lutz,usopen,4
3966,8,1967,second round,2,22.0,22.0,Conner,2,3,grass,Keldie,usopen,4
4307,9,1967,second round,2,10.0,19.0,Gorman,0,3,grass,Scott,usopen,4
4594,10,1967,second round,2,14.0,22.0,Marcin,1,3,grass,Rose,usopen,4
4885,11,1967,second round,2,12.0,21.0,Saul,1,3,grass,Smith,usopen,4
5174,12,1967,second round,2,10.0,18.0,Cranis,0,3,grass,Holmberg,usopen,4
5464,13,1967,second round,2,18.0,22.0,Taylor,1,3,grass,McManus,usopen,4
5749,14,1967,second round,2,14.0,21.0,Tutvin,0,3,grass,Davidson,usopen,4
6029,15,1967,second round,2,18.0,22.0,Dell,1,3,grass,Addison,usopen,4
6309,16,1967,second round,2,10.0,18.0,Alvarez,0,3,grass,Osuna,usopen,4
6542,17,1967,second round,2,20.0,26.0,Hose,1,3,grass,Stockton,usopen,4
6723,18,1967,second round,2,2.0,18.0,Carrero,0,3,grass,Koch,usopen,4
6903,19,1967,second round,2,17.0,22.0,Knight,1,3,grass,Froehling,usopen,4
7081,20,1967,second round,2,18.0,23.0,Drysdale,1,3,grass,Leschly,usopen,4
7260,21,1967,second round,2,15.0,20.0,Seixas,1,3,grass,Barnes,usopen,4
7436,22,1967,second round,2,13.0,23.0,Pasarell,0,3,grass,Van Lingen,usopen,4
7613,23,1967,second round,2,10.0,20.0,Riessen,1,3,grass,Bowrey,usopen,4
7788,24,1967,second round,2,20.0,26.0,Buck,1,3,grass,Pilic,usopen,4
7963,25,1967,second round,2,21.0,27.0,Fishbach,1,3,grass,Claflin,usopen,4
8134,26,1967,second round,2,5.0,18.0,Sullivan,0,3,grass,Cox,usopen,4
8303,27,1967,second round,2,15.0,23.0,Van Dillen,0,3,grass,Fitzgibbon,usopen,4
8465,28,1967,second round,2,13.0,21.0,Mukerjea,0,3,grass,Graebner,usopen,4
8627,29,1967,second round,2,27.0,30.0,Bovett,1,3,grass,Robbins,usopen,4
8794,30,1967,second round,2,6.0,18.0,Pressly,0,3,grass,Lara,usopen,4
8963,31,1967,second round,2,26.0,29.0,LoyoMayo,2,3,grass,Barth,usopen,4
9127,32,1967,second round,2,29.0,31.0,Osborne,2,3,grass,Emerson,usopen,4
463,1,1967,third round,3,22.0,29.0,Richey,1,3,grass,Newcombe,usopen,4
1192,2,1967,third round,3,22.0,27.0,Seewagen,1,3,grass,Moore,usopen,4
1782,3,1967,third round,3,29.0,31.0,Pasarell,2,3,grass,Hewitt,usopen,4
2319,4,1967,third round,3,18.0,25.0,Keldie,1,3,grass,Lutz,usopen,4
2774,5,1967,third round,3,20.0,27.0,Rose,1,3,grass,Scott,usopen,4
3175,6,1967,third round,3,14.0,21.0,Smith,0,3,grass,Holmberg,usopen,4
3569,7,1967,third round,3,5.0,18.0,McManus,0,3,grass,Davidson,usopen,4
3967,8,1967,third round,3,10.0,20.0,Addison,0,3,grass,Osuna,usopen,4
4308,9,1967,third round,3,6.0,18.0,Stockton,0,3,grass,Koch,usopen,4
4595,10,1967,third round,3,22.0,27.0,Froehling,1,3,grass,Leschly,usopen,4
4886,11,1967,third round,3,7.0,18.0,Van Lingen,0,3,grass,Barnes,usopen,4
5175,12,1967,third round,3,17.0,21.0,Pilic,1,3,grass,Bowrey,usopen,4
5465,13,1967,third round,3,12.0,18.0,Claflin,0,3,grass,Cox,usopen,4
5750,14,1967,third round,3,14.0,23.0,Fitzgibbon,0,3,grass,Graebner,usopen,4
6030,15,1967,third round,3,8.0,18.0,Robbins,0,3,grass,Lara,usopen,4
6310,16,1967,third round,3,5.0,18.0,Barth,0,3,grass,Emerson,usopen,4
459,1,1967,fourth round,4,15.0,25.0,Moore,1,3,grass,Newcombe,usopen,4
1188,2,1967,fourth round,4,17.0,23.0,Lutz,0,3,grass,Hewitt,usopen,4
1779,3,1967,fourth round,4,21.0,25.0,Holmberg,2,3,grass,Scott,usopen,4
2316,4,1967,fourth round,4,26.0,26.0,Osuna,2,3,grass,Davidson,usopen,4
2772,5,1967,fourth round,4,20.0,28.0,Thomaz Koch,2,3,grass,Leschly,usopen,4
3173,6,1967,fourth round,4,23.0,26.0,Bowrey,1,3,grass,Barnes,usopen,4
3567,7,1967,fourth round,4,16.0,20.0,Cox,1,3,grass,Graebner,usopen,4
3965,8,1967,fourth round,4,5.0,18.0,Lara,0,3,grass,Emerson,usopen,4
460,1,1967,quarterfinals,5,14.0,23.0,Bob Hewitt,1,3,grass,John Newcombe,usopen,4
1189,2,1967,quarterfinals,5,16.0,23.0,Owen Davidson,0,3,grass,Eugene Scott,usopen,4
1780,3,1967,quarterfinals,5,28.0,29.0,Ronald Barnes,2,3,grass,Jan Leschly,usopen,4
2317,4,1967,quarterfinals,5,30.0,36.0,Roy Emerson,1,3,grass,Clark Graebner,usopen,4
462,1,1967,semifinals,6,10.0,18.0,Eugene Scott,0,3,grass,John Newcombe,usopen,4
1191,2,1967,semifinals,6,26.0,26.0,Jan Leschly,2,3,grass,Clark Graebner,usopen,4
457,1,1967,final,7,14.0,20.0,Clark Graebner,0,3,grass,John Newcombe,usopen,4
6543,17,1968,first round,1,7.0,18.0,A Quay,0,3,grass,J Newcombe,usopen,4
6724,18,1968,first round,1,22.0,28.0,W Jacques,1,3,grass,R Krishnan,usopen,4
6904,19,1968,first round,1,13.0,20.0,T Gorman,0,3,grass,EV Seixas,usopen,4
7082,20,1968,first round,1,22.0,25.0,W Tym,2,3,grass,C McKinley,usopen,4
7261,21,1968,first round,1,22.0,27.0,Z Franulovic,1,3,grass,M Riessen,usopen,4
7437,22,1968,first round,1,10.0,18.0,C Montgomery,0,3,grass,T Ulrich,usopen,4
7614,23,1968,first round,1,21.0,29.0,R Goldman,0,3,grass,R McKinley,usopen,4
7789,24,1968,first round,1,5.0,18.0,C Bovett,0,3,grass,J Fillol Sr,usopen,4
7964,25,1968,first round,1,18.0,20.0,P Lall,1,3,grass,C Graebner,usopen,4
8135,26,1968,first round,1,13.0,20.0,S Stewart,0,3,grass,J McManus,usopen,4
8304,27,1968,first round,1,5.0,18.0,E Zuleta,0,3,grass,T Mozur,usopen,4
8466,28,1968,first round,1,5.0,18.0,F Tutvin,0,3,grass,R Taylor,usopen,4
8628,29,1968,first round,1,8.0,18.0,P Cranis,0,3,grass,D OBryant,usopen,4
8795,30,1968,first round,1,11.0,21.0,W Harris,1,3,grass,P Gerken,usopen,4
8964,31,1968,first round,1,18.0,24.0,T Leonard,0,3,grass,P Cornejo,usopen,4
9128,32,1968,first round,1,23.0,29.0,G Taylor,0,3,grass,E Scott,usopen,4
9255,33,1968,first round,1,17.0,21.0,B Seewagen,1,3,grass,N Pilic,usopen,4
9332,34,1968,first round,1,26.0,25.0,T Carrero,2,3,grass,D Dell,usopen,4
9409,35,1968,first round,1,12.0,21.0,BR Knight,0,3,grass,T Edlefsen,usopen,4
9484,36,1968,first round,1,15.0,24.0,K Coombes,0,3,grass,C Pasarell,usopen,4
9558,37,1968,first round,1,39.0,45.0,J Robbins,0,3,grass,J LoyoMayo,usopen,4
9634,38,1968,first round,1,22.0,26.0,A Neely,2,3,grass,J Sharpe,usopen,4
9704,39,1968,first round,1,17.0,25.0,S Pasarell,1,3,grass,R Russell,usopen,4
9778,40,1968,first round,1,7.0,18.0,C Steele III,0,3,grass,D Ralston,usopen,4
9848,41,1968,first round,1,20.0,25.0,B MacKay,1,3,grass,J Osborne,usopen,4
9916,42,1968,first round,1,9.0,18.0,H Hose,0,3,grass,R Holmberg,usopen,4
